up_hydrosequence,down_hydrosequence,up_id3dhp,down_id3dhp,from_huc12,to_huc12,up_feature_type,down_feature_type,up_physicality,down_physicality,up_source_generation,down_source_generation,transition_class,transition_id
12541114,12530575,9DGL9,8AJ7O,041000030601,041000030602,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12541114->12530575
13612211,13603340,9DGLD,B4PFP,041000030404,041000030403,Drainageway,Surface Connector,drainageway,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,13612211->13603340
11795011,11784335,9DGUB,5BLUR,041000030707,041000030702,Surface Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,11795011->11784335
12264794,12254274,9DH7W,7CIPK,041000030506,041000030801,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,12264794->12254274
3918849,3894526,9G6JW,G7F4D,041000090502,041000090503,Canal,Canal,canal,canal,migrated_nhd,migrated_nhd,physical_hydrography,3918849->3894526
4478144,4455385,9G6QJ,6QWNB,041000071102,041000071103,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,4478144->4455385
4478145,4455385,9G6RQ,6QWNB,041000071101,041000071103,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,4478145->4455385
4856803,4834703,9G6RV,OX39,041000071004,041000071005,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,4856803->4834703
8470333,8453572,9HZE9,ERNV3,041000071002,041000071204,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,8470333->8453572
12126354,12115685,9I01C,2W5SH,041000071201,041000040502,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12126354->12115685
5554373,5534034,9I7R1,G9G0R,041000050201,041000050202,Channel Line,Canal,physical_channel,canal,migrated_nhd,migrated_nhd,physical_hydrography,5554373->5534034
6231936,6212295,9L29Z,EG4CY,041000080504,041000080506,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,6231936->6212295
7472700,7455305,9L2DR,BVP19,041000070302,041000070304,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7472700->7455305
11923870,11913161,9MVTX,CLTXI,041000040503,041000040501,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11923870->11913161
11719019,11708181,9MVU6,48K8X,041000040406,041000040408,Canal,Canal,canal,canal,migrated_nhd,migrated_nhd,physical_hydrography,11719019->11708181
9627624,9613633,9MVUE,BXI4M,041000040603,041000040604,Canal,Channel Line,canal,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,9627624->9613633
9091174,9075913,9MVXK,8TO61,041000040606,041000040603,Hydro Unenforced Connector,Hydro Unenforced Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,9091174->9075913
12009189,11998480,9N76Z,1OWFI,041000030706,041000030704,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12009189->11998480
13612189,13603321,9N77E,ABIUW,041000030603,041000030404,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13612189->13603321
12643066,12632960,9N85G,HCQ5,041000030504,041000030506,Drainageway,Waterbody Connector,drainageway,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,12643066->12632960
3510581,3483659,9PWWS,EB8DD,041000090506,041000090507,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,3510581->3483659
4455398,4432540,9PXE8,DWNSZ,041000060602,041000060604,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,4455398->4432540
6600750,6581390,9PXEJ,ASUAO,041000070603,041000070901,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,6600750->6581390
6153185,6133563,9PXET,4LA92,041000070404,041000070406,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,6153185->6133563
4922300,4900527,9PXFP,GVQEO,041000071005,041000071206,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,4922300->4900527
12435015,12424328,9S1XX,FGDAD,041000030502,041000030504,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12435015->12424328
9391296,9376911,9S29U,1F9J5,041000030805,041000030806,Hydro Unenforced Connector,Hydro Unenforced Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,9391296->9376911
11977167,11966517,9S2J4,7HD4P,041000030802,041000030801,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,11977167->11966517
7665997,7648380,9URQ7,8MZ0P,041000080301,041000080302,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7665997->7648380
5754770,5735046,9URTO,H5ITP,041000071101,041000080603,Canal,Canal,canal,canal,migrated_nhd,migrated_nhd,physical_hydrography,5754770->5735046
11998379,11987692,9WLZM,8A7GE,041000040407,041000040408,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11998379->11987692
13603297,13594394,9WM01,APTB2,041000040403,041000040402,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13603297->13594394
13620901,13612189,9WX8W,9N77E,041000030404,041000030603,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13620901->13612189
12434942,12424246,9WX9B,1YKOR,041000030603,041000030602,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12434942->12424246
13511623,13502093,9WXAC,G4QCG,041000030403,041000030404,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13511623->13502093
8119926,8103422,9ZMZZ,GQUTU,041000080103,041000080105,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,8119926->8103422
7020269,7001647,9ZN17,1RMHY,041000080203,041000080205,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,7020269->7001647
4702475,4680416,9ZN23,70NGL,041000050204,041000050205,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,4702475->4680416
12871885,12861764,9ZN3L,1D4H0,041000030101,041000030102,Waterbody Connector,Channel Line,authoritative_network_connector,physical_channel,migrated_nhd,migrated_nhd,authoritative_network_connector,12871885->12861764
5794428,5774582,9ZN3O,FNYAR,041000070802,041000070804,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,5794428->5774582
7819939,7803092,A1FV4,FB5DP,041000071205,041000071204,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7819939->7803092
8668523,8651956,A1FX5,2W578,041000071204,041000071203,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,8668523->8651956
12030376,12019730,A1GJL,D5BFF,041000040406,041000040408,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12030376->12019730
8103487,8086996,A1OG7,G9FW3,041000050102,041000050101,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,8103487->8086996
7131492,7113023,A1OJK,362EX,041000050106,041000050105,Canal,Canal,canal,canal,migrated_nhd,migrated_nhd,physical_hydrography,7131492->7113023
9376892,9362500,A1SCR,H2T5J,041000030806,041000030805,Drainageway,Hydro Unenforced Connector,drainageway,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,9376892->9362500
2252415,2208571,A4HUG,F9C8E,041000090802,041000090804,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,2252415->2208571
12222463,12211838,A4HX6,CF5QU,041000030501,041000030503,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,12222463->12211838
11176005,11164649,A6MPO,7HCU3,041000030704,041000030705,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11176005->11164649
3401324,3373359,A9CTF,OWWF,041000090203,041000090206,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,3401324->3373359
5794429,5774582,A9DA7,FNYAR,041000070802,041000070804,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,5794429->5774582
13407268,13397731,A9DCF,F2U9V,041000040103,041000040106,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13407268->13397731
12338596,12327971,AB6ZQ,G4ENW,041000040407,041000040501,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12338596->12327971
10741260,10728563,AB77B,2CS3D,041000071202,041000040601,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,10741260->10728563
9752459,9738590,AB7OH,1TG4F,041000040601,041000040604,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,9752459->9738590
12519972,12509355,AB7VG,4WSAQ,041000040407,041000040501,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12519972->12509355
6212362,6192516,ABERC,15GK4,041000050106,041000050201,Canal,Canal,canal,canal,migrated_nhd,migrated_nhd,physical_hydrography,6212362->6192516
11902618,11892041,ABI94,5V0D7,041000030801,041000030604,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11902618->11892041
5794542,5774710,AE7F,FST1W,041000060301,041000060303,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,5794542->5774710
6231995,6212361,AG9C5,362FV,041000050201,041000050106,Canal,Canal,canal,canal,migrated_nhd,migrated_nhd,physical_hydrography,6231995->6212361
306928,55466,AG9DG,B9FRR,041000050102,041000050103,Drainageway,Canal,drainageway,canal,migrated_nhd,migrated_nhd,physical_hydrography,306928->55466
11370484,11359007,AGCWN,85OFF,041000030801,041000030802,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11370484->11359007
10614157,10601344,AGDAZ,EI9MO,041000030804,041000030803,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,10614157->10601344
10285956,10272514,AGDCI,EDETX,041000030707,041000030805,Channel Line,Hydro Unenforced Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,10285956->10272514
12169226,12158573,AGDIB,288UF,041000030506,041000030604,Channel Line,Canal,physical_channel,canal,migrated_nhd,migrated_nhd,physical_hydrography,12169226->12158573
6172887,6153292,AJ39Q,BH507,041000060201,041000060202,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,6172887->6153292
7525091,7507598,AKW91,D0F1S,041000071205,041000071204,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7525091->7507598
7331867,7313881,AKW99,5KZ57,041000071204,041000071205,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7331867->7313881
9137087,9121763,AKWVX,FKWF9,041000040606,041000040605,Canal,Hydro Unenforced Connector,canal,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,9137087->9121763
13309582,13299715,AKXJC,FZJD7,041000040402,041000040405,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13309582->13299715
12105022,12094444,AKXK5,E3CSY,041000040405,041000040408,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,12105022->12094444
8953619,8938290,AKXKE,80IRB,041000040604,041000040606,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,8953619->8938290
7222736,7204470,AL4X4,FG9TE,041000050104,041000050105,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7222736->7204470
7920603,7904038,AL500,FZQPQ,041000050102,041000050103,Canal,Channel Line,canal,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7920603->7904038
13638377,13629598,AL8IW,9WWNN,041000030404,041000030603,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13638377->13629598
11573868,11562431,AL8JT,HDBO,041000030801,041000030707,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11573868->11562431
12201185,12190580,AL8L0,3PJMA,041000030502,041000030503,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,12201185->12190580
3483655,3456477,ANYV4,CK0B9,041000090508,041000090501,Channel Line,Canal,physical_channel,canal,migrated_nhd,migrated_nhd,physical_hydrography,3483655->3456477
7094425,7075796,ANYVV,G7F5V,041000070303,041000070306,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,7094425->7075796
7525065,7507576,APRXV,5G4N6,041000071204,041000071205,Drainageway,Canal,drainageway,canal,migrated_nhd,migrated_nhd,physical_hydrography,7525065->7507576
8236709,8219990,APRZW,2W54G,041000071203,041000071202,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,8236709->8219990
7648406,7630667,APS02,EMSRN,041000071202,041000071203,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7648406->7630667
12233032,12222367,AQ4V2,2RMRP,041000030602,041000030604,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12233032->12222367
10829122,10816852,AQ57S,E3NQ7,041000030706,041000030707,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,10829122->10816852
2576854,2538977,ASU71,38V1M,041000090510,041000090602,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,2576854->2538977
7525048,7507563,ASU8Q,D8CY3,041000070301,041000070302,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7525048->7507563
11118501,11106759,AUO9W,FPS71,041000040502,041000040504,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,11118501->11106759
6446568,6427260,AXP1V,5J6FE,041000070601,041000070602,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,6446568->6427260
5513668,5493173,AXP2I,2PIHR,041000070604,041000070801,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,5513668->5493173
4658272,4636209,AXP34,D8CVT,041000071207,041000071209,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,4658272->4636209
5735058,5715370,AXP3E,5SVUS,041000070501,041000070503,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,5735058->5715370
8286745,8270156,AZHY8,3GTKA,041000071204,041000071203,Canal,Channel Line,canal,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,8286745->8270156
10890183,10877971,AZIQF,98A2R,041000040503,041000040602,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,10890183->10877971
11585274,11573797,AZJB4,E87E8,041000040407,041000040408,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,11585274->11573797
12612569,12602494,AZJBK,CC5CE,041000040405,041000040304,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12612569->12602494
12030621,12019986,AZTYN,M7K8,041000050204,041000030802,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12030621->12019986
12019976,12009303,AZU0J,72S4L,041000030505,041000030506,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12019976->12009303
13922470,13914043,AZUCT,98M0E,041000030401,041000030405,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13922470->13914043
11730014,11719049,AZUX3,G9KI8,041000030704,041000030705,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11730014->11719049
3259195,3229690,B0WB3,73UW3,041000090206,041000090207,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,3259195->3229690
2859135,2825745,B2JVV,1RM2B,041000090501,041000090510,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,2859135->2825745
3845377,3820519,B2JXD,GH4MP,041000090103,041000090104,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,3845377->3820519
12941683,12931767,B2JYP,EG4E2,041000040202,041000040205,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,12941683->12931767
5307592,5286799,B2JYQ,2KNU1,041000071003,041000071004,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,5307592->5286799
5914532,5894331,B2JYR,7OYEZ,041000071205,041000071206,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,5914532->5894331
7525068,7507577,B4CK7,BSN88,041000071203,041000071205,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7525068->7507577
9433583,9419532,B4CKG,8JXCD,041000071204,041000071201,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,9433583->9419532
8953620,8938290,B4DVC,80IRB,041000040604,041000040606,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,8953620->8938290
11484226,11473085,B4OGR,9IBCH,041000030705,041000030707,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11484226->11473085
13230430,13220329,B4OKI,7VYKQ,041000030404,041000030602,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13230430->13220329
12771805,12761790,B4OS5,AUZCS,041000030601,041000030701,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,12771805->12761790
9752524,9738666,B4P1Y,9IBYN,041000030805,041000030806,Canal,Hydro Unenforced Connector,canal,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,9752524->9738666
12434952,12424257,B4P28,FGDZ9,041000030602,041000030603,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12434952->12424257
4086111,4062538,B7ENL,C5FWL,041000090104,041000090101,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,4086111->4062538
5774709,5754883,B7EU5,H0N8T,041000060301,041000060303,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,5774709->5754883
6014356,5994498,B7EUI,D8CZP,041000060203,041000060205,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,6014356->5994498
12317414,12306915,B7EUP,DMX50,041000040304,041000040305,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,12317414->12306915
7038816,7020309,B977R,E862B,041000071205,041000071203,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7038816->7020309
12359936,12349291,B97V8,C7E1,041000040408,041000040406,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12359936->12349291
11313196,11301705,B97YK,AG1ER,041000040501,041000040504,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11313196->11301705
5914595,5894390,B9FRD,3PFAR,041000050106,041000050203,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,5914595->5894390
5914585,5894383,B9FRZ,CQX04,041000050104,041000050203,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,5914585->5894383
11484185,11473047,B9J83,6JBGR,041000030801,041000030707,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11484185->11473047
12179835,12169187,B9K6D,6XWX0,041000030701,041000030703,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12179835->12169187
12115720,12105109,B9K84,BEFJ4,041000030703,041000030705,Surface Connector,Channel Line,authoritative_network_connector,physical_channel,migrated_nhd,migrated_nhd,authoritative_network_connector,12115720->12105109
3537316,3510611,BC9UF,96GJJ,041000090104,041000090105,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,3537316->3510611
6034167,6014266,BCA8N,8RUKP,041000080506,041000080602,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,6034167->6014266
9766451,9752448,BE3IR,10ERW,041000050101,041000040604,Drainageway,Hydro Unenforced Connector,drainageway,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,9766451->9752448
12105018,12094442,BE3JP,FB6RF,041000040405,041000040408,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12105018->12094442
8087028,8070585,BEBGJ,362EI,041000050103,041000050102,Canal,Canal,canal,canal,migrated_nhd,migrated_nhd,physical_hydrography,8087028->8070585
12030605,12019970,BEEYR,GT09C,041000030506,041000030505,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,12030605->12019970
10877984,10865706,BEEZJ,DTXY9,041000030805,041000030707,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,10877984->10865706
12602653,12592442,BEFBF,2WI07,041000030504,041000030506,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12602653->12592442
11697468,11686490,BEFK3,4IKWK,041000030802,041000030801,Surface Connector,Channel Line,authoritative_network_connector,physical_channel,migrated_nhd,migrated_nhd,authoritative_network_connector,11697468->11686490
4900521,4878767,BH4YX,G7F76,041000070806,041000071005,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,4900521->4878767
4318250,4295439,BH50L,CTR5U,041000060603,041000060604,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,4318250->4295439
4746646,4724690,BH51X,CAB00,041000060402,041000060404,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,4746646->4724690
1816394,1760351,BIOXA,BXPI,041000090701,041000090803,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,1816394->1760351
7648407,7630667,BIXYI,EMSRN,041000071202,041000071203,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7648407->7630667
11381761,11370345,BIYLY,8A7FJ,041000040502,041000040501,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11381761->11370345
12402899,12392222,BJ9W6,9DGKC,041000030602,041000030702,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12402899->12392222
11945305,11934695,BJ9XR,7M8EG,041000030604,041000030702,Hydro Unenforced Connector,Hydro Unenforced Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,11945305->11934695
13972588,13964356,BJAMC,G9K3B,041000030603,041000030404,Drainageway,Waterbody Connector,drainageway,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,13972588->13964356
12233033,12222367,BJASW,2RMRP,041000030602,041000030604,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12233033->12222367
3694767,3669219,BLZQV,9URMM,041000090104,041000090106,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,3694767->3669219
7836725,7819927,BNSAH,B9760,041000071204,041000071203,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7836725->7819927
10431786,10418491,BNSZZ,G9843,041000040504,041000040602,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,10431786->10418491
13435568,13426261,BNTLS,2CSVM,041000040406,041000040403,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13435568->13426261
6964261,6945482,BO0UD,2HUFS,041000050203,041000050104,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,6964261->6945482
7735545,7718231,BO0V6,1TNAD,041000050101,041000050102,Drainageway,Waterbody Connector,drainageway,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,7735545->7718231
12498956,12488454,BO4FS,EIA6P,041000030502,041000030504,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12498956->12488454
12019977,12009303,BO4FT,72S4L,041000030505,041000030506,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12019977->12009303
13349138,13339263,BO4G3,4DQT9,041000030403,041000030404,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13349138->13339263
12712486,12702670,BO53I,G9K4L,041000030602,041000030603,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12712486->12702670
12791666,12781731,BO5F5,23EHU,041000030603,041000030602,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12791666->12781731
13031483,12571833,BO5FE,366H9,041000030506,041000030604,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13031483->12571833
