old_connector_id,from_huc12,to_huc12,old_length_km,qa_status,replacement_source,replacement_ids,replacement_feature_types,physical_channel_present,network_connector_present,authoritative_transition_count,released_physical_transition_count,source_generation,confidence,routing_basis,source_method,physical_geometry,source_authority,unresolved_category,observed_3dhp_downstream_huc12,explanation,notes
WTR-HUC-ROUTE-041000070203,041000070203,041000070204,14.715871,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,18AC6;9PXCD;C0KXU;F4HCZ,Channel Line;Waterbody Connector,False,True,2,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070204,041000070204,041000070904,13.273734,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,54MSV;9BC1M;F9CQQ;FE856,Channel Line;Waterbody Connector,False,True,2,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070306,041000070306,041000070402,5.913139,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,2AYUY;3DPAF;8WQ5W,Waterbody Connector,False,True,2,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070501,041000070501,041000070503,9.433156,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,5SVUS;AXP3E,Channel Line;Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070304,041000070304,041000070306,20.038109,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,41WUQ;GC9VP,Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070301,041000070301,041000070302,5.081445,REPLACED_PHYSICAL,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,4ZSPT;ASU8Q;D8CY3,Channel Line,True,False,2,0,migrated_nhd,high,physical_3dhp,authoritative_3dhp,True,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000070302,041000070302,041000070304,6.385925,REPLACED_PHYSICAL,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,8RUNS;9L2DR;BVP19,Channel Line,True,False,2,0,migrated_nhd,high,physical_3dhp,authoritative_3dhp,True,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000070303,041000070303,041000070304,5.605787,REPLACED_PHYSICAL,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,ANYVV,Channel Line,True,False,1,0,migrated_nhd,high,physical_3dhp,authoritative_3dhp,True,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000070305,041000070305,041000070306,3.567668,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,2PIHL;C5GGJ,Channel Line;Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070401,041000070401,041000070402,10.115443,UNRESOLVED,none,,,False,False,0,0,,low,project_inference,project_inference,False,project / USGS WBD tohuc,ambiguous_huc_outlet,041000070306,"Native 3DHP transitions assigned from 041000070401 lead to 041000070306 rather than WBD target 041000070402, and no forward same-feature crossing confirms the WBD pair. Retain it as an abstract routing relationship pending local outlet review.","Native 3DHP transitions assigned from 041000070401 lead to 041000070306 rather than WBD target 041000070402, and no forward same-feature crossing confirms the WBD pair. Retain it as an abstract routing relationship pending local outlet review."
WTR-HUC-ROUTE-041000070402,041000070402,041000070406,12.741378,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,54MTO;6VS07,Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070403,041000070403,041000070406,11.69486,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,7AD3Q;CMIDA,Channel Line;Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070404,041000070404,041000070406,8.64628,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,4LA92;9PXET,Channel Line;Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070405,041000070405,041000070406,4.972594,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,EL03K;GJMDE,Channel Line;Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070406,041000070406,041000070503,6.643896,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,4LA7P;F9CQN,Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070502,041000070502,041000070503,11.765484,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,2PIFZ;2UCWY,Channel Line;Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070905,041000070905,041000070907,10.823287,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,5EBPR;FST3V;GVQDZ,Waterbody Connector,False,True,2,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070906,041000070906,041000070907,4.54444,REPLACED_PHYSICAL,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,62MBI;7TTBE;DWNR6;FNYDT,Channel Line;Waterbody Connector,True,True,2,0,migrated_nhd,high,physical_3dhp,authoritative_3dhp,True,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000080501,041000080501,041000080502,6.474275,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,BH4YF;D8CXH,Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000080502,041000080502,041000080506,16.759631,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,2AYSI;7F82J,Channel Line;Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000080503,041000080503,041000080506,11.835405,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,88EQV;EUQMZ,Channel Line;Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070804,041000070804,041000070805,14.550725,REPLACED_PHYSICAL,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,1RMKG;GVQDG,Channel Line,True,False,1,0,migrated_nhd,high,physical_3dhp,authoritative_3dhp,True,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000070805,041000070805,041000070806,7.171468,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,EZMG1;F4HCM,Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000060402,041000060402,041000060404,8.713484,REPLACED_PHYSICAL,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,BH51X;CAB00;CTR5V,Channel Line,True,False,2,0,migrated_nhd,high,physical_3dhp,authoritative_3dhp,True,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000060302,041000060302,041000060303,10.112677,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,GH4NP,Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000060303,041000060303,041000060503,11.193359,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,4Q4FN;96GLB,Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000060401,041000060401,041000060402,8.677642,REPLACED_PHYSICAL,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,264LR;5J6EO;C0KXB,Channel Line,True,False,2,0,migrated_nhd,high,physical_3dhp,authoritative_3dhp,True,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000060403,041000060403,041000060404,5.959274,REPLACED_PHYSICAL,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,1RMJV;59HKU,Channel Line,True,False,1,0,migrated_nhd,high,physical_3dhp,authoritative_3dhp,True,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000060404,041000060404,041000060504,11.845306,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,1MSDM;21AG6,Channel Line;Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000060501,041000060501,041000060503,14.168398,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,6H6Y9;7RGB5,Channel Line;Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000060502,041000060502,041000060503,15.64704,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,41WYW;83JOM,Channel Line;Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000060503,041000060503,041000060504,7.755919,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,2AYXF;41WYW;6QWP2,Waterbody Connector,False,True,2,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000060504,041000060504,041000060604,13.36232,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,1MSDM;9BC4J;D8CYC,Waterbody Connector,False,True,2,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000060601,041000060601,041000060602,8.098845,REPLACED_PHYSICAL,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,3S8AH;F9CQ1,Channel Line,True,False,1,0,migrated_nhd,high,physical_3dhp,authoritative_3dhp,True,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000070603,041000070603,041000070604,18.375477,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,2PIHO;9BC5B;K2Q4,Waterbody Connector,False,True,2,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070503,041000070503,041000070904,4.006701,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,H0N5G,Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070601,041000070601,041000070602,6.824063,REPLACED_PHYSICAL,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,5J6FE;AXP1V;H5IWK,Channel Line,True,False,2,0,migrated_nhd,high,physical_3dhp,authoritative_3dhp,True,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000070602,041000070602,041000070603,7.377857,REPLACED_PHYSICAL,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,BVP0H;DMX2E;EPUYB,Channel Line,True,False,2,0,migrated_nhd,high,physical_3dhp,authoritative_3dhp,True,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000070604,041000070604,041000070806,13.666329,REPLACED_PHYSICAL,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,3NE28;6M1GZ;6VS16;7K3S5,Canal;Channel Line;Waterbody Connector,True,True,2,0,migrated_nhd,high,physical_3dhp,authoritative_3dhp,True,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000071003,041000071003,041000071004,11.009934,REPLACED_PHYSICAL,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,2KNU1;8MZ1X;B2JYQ,Channel Line,True,False,2,0,migrated_nhd,high,physical_3dhp,authoritative_3dhp,True,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000070701,041000070701,041000070703,3.958352,REPLACED_PHYSICAL,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,8D92J;CAAZT,Channel Line,True,False,1,0,migrated_nhd,high,physical_3dhp,authoritative_3dhp,True,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000070702,041000070702,041000070703,7.252715,REPLACED_PHYSICAL,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,BVP0G;H0N94,Channel Line,True,False,1,0,migrated_nhd,high,physical_3dhp,authoritative_3dhp,True,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000070703,041000070703,041000070806,18.40142,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,7YOJP;8MZ0Z,Channel Line;Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070801,041000070801,041000070806,16.477695,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,2UCUD;3NE28,Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070802,041000070802,041000070804,16.238225,REPLACED_PHYSICAL,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,9ZN3O;A9DA7;FNYAR,Channel Line,True,False,2,0,migrated_nhd,high,physical_3dhp,authoritative_3dhp,True,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000071004,041000071004,041000071005,15.929199,REPLACED_PHYSICAL,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,1WGKS;9G6RV;G2L2M;GLZ3P;OX39,Channel Line;Waterbody Connector,True,True,3,0,migrated_nhd,high,physical_3dhp,authoritative_3dhp,True,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000070907,041000070907,041000071005,8.916106,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,F4HBN;G7F76,Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000071001,041000071001,041000071002,4.537584,UNRESOLVED,none,,,False,False,0,0,,low,project_inference,project_inference,False,project / USGS WBD tohuc,complex_divergence,041000071003,The source HUC contains 1 native divergent flowline record and observed 3DHP transitions lead to 041000071003 rather than WBD target 041000071002. Retain the WBD relationship as abstract pending outlet-scale review.,The source HUC contains 1 native divergent flowline record and observed 3DHP transitions lead to 041000071003 rather than WBD target 041000071002. Retain the WBD relationship as abstract pending outlet-scale review.
WTR-HUC-ROUTE-041000071005,041000071005,041000071209,9.840871,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,8RUON;CK0EX,Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000071101,041000071101,041000071102,6.374687,REPLACED_PHYSICAL,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,9G6RQ,Channel Line,True,False,1,0,migrated_nhd,high,physical_3dhp,authoritative_3dhp,True,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000080506,041000080506,041000080602,7.776152,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,8RUKP;BCA8N,Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000080504,041000080504,041000080506,9.539372,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,9L29Z;EG4CY,Channel Line;Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000080505,041000080505,041000080506,6.60845,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,9ZN00;GVQCK,Channel Line;Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000080601,041000080601,041000080602,12.916799,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,2KNUQ;3X2BG,Channel Line;Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000080602,041000080602,041000080605,15.061641,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,3X2BG;DD7QU;E6DIF,Waterbody Connector,False,True,2,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000060602,041000060602,041000060604,13.534257,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,9PXE8;DWNSZ,Channel Line;Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070806,041000070806,041000071005,10.489644,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,BH4YX;G7F76,Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070803,041000070803,041000070805,16.394834,REPLACED_PHYSICAL,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,1RMKG;EZMC4,Channel Line,True,False,1,0,migrated_nhd,high,physical_3dhp,authoritative_3dhp,True,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000070901,041000070901,041000070903,11.848254,REPLACED_PHYSICAL,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,7AD2V;8WQ60;H0N6T,Channel Line,True,False,2,0,migrated_nhd,high,physical_3dhp,authoritative_3dhp,True,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
