atlas_normalization_id,local_taxonomy_id,local_term,local_field,local_term_count,source_phase,source_artifact,normalized_relationship_class,directionality,causal_semantics,flow_semantics,Atlas_join_role,mapping_status,information_loss_or_caveat
RN-RT-0190,RT-0190,receives_laboratory_data,relationship_type,1,13,data/processed/networks/infectious_disease_transmission_relationships.csv,surveillance / detection,directed_local_record,observation/detection is not incidence or authority,information/detection interface,surveillance join,normalized_shared_class,"Surveillance or detection does not establish incidence, absence, transmission, or disease burden."
RN-RT-0191,RT-0191,receives_reports,relationship_type,1,13,data/processed/networks/infectious_disease_transmission_relationships.csv,information / observation,directed_local_record,documented observation or information relation; not causal by itself,information signal or observation; not physical flow,information join,normalized_shared_class,"Observation, reporting, and decision support are not authority, control, or incidence."
RN-RT-0192,RT-0192,receives_surveillance_data,relationship_type,1,13,data/processed/networks/infectious_disease_transmission_relationships.csv,surveillance / detection,directed_local_record,observation/detection is not incidence or authority,information/detection interface,surveillance join,normalized_shared_class,"Surveillance or detection does not establish incidence, absence, transmission, or disease burden."
RN-RT-0193,RT-0193,reported_through,relationship_type,3,13,data/processed/networks/infectious_disease_transmission_relationships.csv,information / observation,directed_local_record,documented observation or information relation; not causal by itself,information signal or observation; not physical flow,information join,normalized_shared_class,"Observation, reporting, and decision support are not authority, control, or incidence."
RN-RT-0194,RT-0194,seasonal_environment_context,relationship_type,1,13,data/processed/networks/infectious_disease_transmission_relationships.csv,unresolved / unclassified,unspecified_or_associative,not interpreted as causal,no flow semantics,source-local only,unresolved_term,No defensible shared class is asserted; retain the local term and source lineage for later review.
RN-RT-0195,RT-0195,vector_ecology_context,relationship_type,2,13,data/processed/networks/infectious_disease_transmission_relationships.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological relationships retain native scale and do not imply abundance, establishment, contact, infection, or risk."
RN-RT-0196,RT-0196,connects_contact_opportunity,relationship_type,6,13,data/processed/scenarios/infectious_disease_dependency_states_scenario.csv,scenario influence,scenario_delta,scenario assumption/state; not observed causation,no flow semantics,scenario-only join,normalized_shared_class,Scenario term remains separate from baseline fact and forecast language.
RN-RT-0197,RT-0197,connects_food_system,relationship_type,6,13,data/processed/scenarios/infectious_disease_dependency_states_scenario.csv,scenario influence,scenario_delta,scenario assumption/state; not observed causation,no flow semantics,scenario-only join,normalized_shared_class,Scenario term remains separate from baseline fact and forecast language.
RN-RT-0198,RT-0198,frames_animal_human_opportunity,relationship_type,6,13,data/processed/scenarios/infectious_disease_dependency_states_scenario.csv,scenario influence,scenario_delta,scenario assumption/state; not observed causation,no flow semantics,scenario-only join,normalized_shared_class,Scenario term remains separate from baseline fact and forecast language.
RN-RT-0199,RT-0199,frames_exposure_opportunity,relationship_type,6,13,data/processed/scenarios/infectious_disease_dependency_states_scenario.csv,scenario influence,scenario_delta,scenario assumption/state; not observed causation,no flow semantics,scenario-only join,normalized_shared_class,Scenario term remains separate from baseline fact and forecast language.
RN-RT-0200,RT-0200,frames_transmission_opportunity,relationship_type,6,13,data/processed/scenarios/infectious_disease_dependency_states_scenario.csv,scenario influence,scenario_delta,scenario assumption/state; not observed causation,no flow semantics,scenario-only join,normalized_shared_class,Scenario term remains separate from baseline fact and forecast language.
RN-RT-0201,RT-0201,supports_service_continuity,relationship_type,6,13,data/processed/scenarios/infectious_disease_dependency_states_scenario.csv,scenario influence,scenario_delta,scenario assumption/state; not observed causation,no flow semantics,scenario-only join,normalized_shared_class,Scenario term remains separate from baseline fact and forecast language.
RN-RT-0202,RT-0202,communications,dependency_type,2,3,data/processed/networks/energy_dependency_edges.csv,information / observation,directed_local_record,information/control interface is not an energy flow,information/control interface,information join,normalized_shared_class,Energy control or communications terminology is not normalized as energy flow.
RN-RT-0203,RT-0203,cooling_water,dependency_type,6,3,data/processed/networks/energy_dependency_edges.csv,operational dependency,directed_local_record,functional energy dependency; not causal effect or risk,energy service dependency; not measured energy quantity,energy-dependency join,normalized_shared_class,Energy dependency is retained as an operational interface without numeric confidence or power-flow meaning.
RN-RT-0204,RT-0204,electricity,dependency_type,11,3,data/processed/networks/energy_dependency_edges.csv,operational dependency,directed_local_record,functional energy dependency; not causal effect or risk,energy service dependency; not measured energy quantity,energy-dependency join,normalized_shared_class,Energy dependency is retained as an operational interface without numeric confidence or power-flow meaning.
RN-RT-0205,RT-0205,fuel,dependency_type,4,3,data/processed/networks/energy_dependency_edges.csv,material flow,directed_local_record,fuel input relation is not a causal or capacity estimate,fuel/material input; not electricity flow,material-input join,normalized_shared_class,Fuel is retained as material input and is not collapsed into electricity or grid control.
RN-RT-0206,RT-0206,storage_support,dependency_type,2,3,data/processed/networks/energy_dependency_edges.csv,operational dependency,directed_local_record,functional energy dependency; not causal effect or risk,energy service dependency; not measured energy quantity,energy-dependency join,normalized_shared_class,Energy dependency is retained as an operational interface without numeric confidence or power-flow meaning.
RN-RT-0207,RT-0207,weather,dependency_type,3,3,data/processed/networks/energy_dependency_edges.csv,ecological relationship,directed_local_record,external physical context is not a causal estimate,physical context; not energy transfer,context join,normalized_shared_class,"Weather context is retained as an external physical interface, not an energy flow or risk claim."
RN-RT-0208,RT-0208,bidirectional_storage_interface,relationship_type,2,3,data/processed/networks/energy_system_edges.csv,energy flow,directed_local_record,energy-system interface is not a power-flow solution or causal risk estimate,energy generation/transmission/storage interface; not measured quantity,energy-system join,normalized_shared_class,"Energy interface classification does not add capacity, transfer, dispatch, outage, or feeder semantics."
RN-RT-0209,RT-0209,generation_grid_interface,relationship_type,9,3,data/processed/networks/energy_system_edges.csv,energy flow,directed_local_record,energy-system interface is not a power-flow solution or causal risk estimate,energy generation/transmission/storage interface; not measured quantity,energy-system join,normalized_shared_class,"Energy interface classification does not add capacity, transfer, dispatch, outage, or feeder semantics."
RN-RT-0210,RT-0210,grid_serves_load,relationship_type,4,3,data/processed/networks/energy_system_edges.csv,operational dependency,directed_local_record,functional energy dependency; not causal effect or risk,energy service dependency; not measured energy quantity,energy-dependency join,normalized_shared_class,Energy dependency is retained as an operational interface without numeric confidence or power-flow meaning.
RN-RT-0211,RT-0211,grid_serves_planned_compute,relationship_type,1,3,data/processed/networks/energy_system_edges.csv,operational dependency,directed_local_record,functional energy dependency; not causal effect or risk,energy service dependency; not measured energy quantity,energy-dependency join,normalized_shared_class,Energy dependency is retained as an operational interface without numeric confidence or power-flow meaning.
RN-RT-0212,RT-0212,regional_grid_interface,relationship_type,1,3,data/processed/networks/energy_system_edges.csv,energy flow,directed_local_record,energy-system interface is not a power-flow solution or causal risk estimate,energy generation/transmission/storage interface; not measured quantity,energy-system join,normalized_shared_class,"Energy interface classification does not add capacity, transfer, dispatch, outage, or feeder semantics."
RN-RT-0213,RT-0213,feeds,relationship_type,2,4,data/processed/networks/observation_system_edges.csv,information / observation,directed_local_record,documented observation or information relation; not causal by itself,information signal or observation; not physical flow,information join,normalized_shared_class,"Observation, reporting, and decision support are not authority, control, or incidence."
RN-RT-0214,RT-0214,observes,relationship_type,6,4,data/processed/networks/observation_system_edges.csv,information / observation,directed_local_record,documented observation or information relation; not causal by itself,information signal or observation; not physical flow,information join,normalized_shared_class,"Observation, reporting, and decision support are not authority, control, or incidence."
RN-RT-0215,RT-0215,operates,relationship_type,1,4,data/processed/networks/observation_system_edges.csv,unresolved / unclassified,unspecified_or_associative,not interpreted as causal,no flow semantics,source-local only,unresolved_term,No defensible shared class is asserted; retain the local term and source lineage for later review.
RN-RT-0216,RT-0216,publishes,relationship_type,4,4,data/processed/networks/observation_system_edges.csv,information / observation,directed_local_record,documented observation or information relation; not causal by itself,information signal or observation; not physical flow,information join,normalized_shared_class,"Observation, reporting, and decision support are not authority, control, or incidence."
RN-RT-0217,RT-0217,reports_to,relationship_type,1,4,data/processed/networks/observation_system_edges.csv,information / observation,directed_local_record,documented observation or information relation; not causal by itself,information signal or observation; not physical flow,information join,normalized_shared_class,"Observation, reporting, and decision support are not authority, control, or incidence."
RN-RT-0218,RT-0218,supports_decision,relationship_type,4,4,data/processed/networks/observation_system_edges.csv,information / observation,directed_local_record,documented observation or information relation; not causal by itself,information signal or observation; not physical flow,information join,normalized_shared_class,"Observation, reporting, and decision support are not authority, control, or incidence."
RN-RT-0219,RT-0219,used_by,relationship_type,3,4,data/processed/networks/observation_system_edges.csv,unresolved / unclassified,unspecified_or_associative,not interpreted as causal,no flow semantics,source-local only,unresolved_term,No defensible shared class is asserted; retain the local term and source lineage for later review.
RN-RT-0220,RT-0220,feeds,relationship_type,6,4,data/processed/scenarios/information_edges_scenario.csv,scenario influence,scenario_delta,scenario assumption/state; not observed causation,no flow semantics,scenario-only join,normalized_shared_class,Scenario term remains separate from baseline fact and forecast language.
RN-RT-0221,RT-0221,supports_decision,relationship_type,30,4,data/processed/scenarios/information_edges_scenario.csv,scenario influence,scenario_delta,scenario assumption/state; not observed causation,no flow semantics,scenario-only join,normalized_shared_class,Scenario term remains separate from baseline fact and forecast language.
RN-RT-0222,RT-0222,used_by,relationship_type,12,4,data/processed/scenarios/information_edges_scenario.csv,scenario influence,scenario_delta,scenario assumption/state; not observed causation,no flow semantics,scenario-only join,normalized_shared_class,Scenario term remains separate from baseline fact and forecast language.
RN-RT-0223,RT-0223,external_market_dependency,dependency_type,8,5,data/processed/networks/freight_dependency_edges.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0224,RT-0224,fuel_logistics_dependency,dependency_type,1,5,data/processed/networks/freight_dependency_edges.csv,material flow,directed_local_record,documented or inferred material/logistics relation; not causal quantity,material/logistics interface; route and quantity remain local,material-flow join,normalized_shared_class,"Material or freight relationships do not imply shipment quantity, exact route, capacity, or continuous flow."
RN-RT-0225,RT-0225,highway_dependency,dependency_type,3,5,data/processed/networks/freight_dependency_edges.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0226,RT-0226,interchange_dependency,dependency_type,4,5,data/processed/networks/freight_dependency_edges.csv,material flow,directed_local_record,documented or inferred material/logistics relation; not causal quantity,material/logistics interface; route and quantity remain local,material-flow join,normalized_shared_class,"Material or freight relationships do not imply shipment quantity, exact route, capacity, or continuous flow."
RN-RT-0227,RT-0227,marine_gateway_dependency,dependency_type,1,5,data/processed/networks/freight_dependency_edges.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0228,RT-0228,rail_dependency,dependency_type,3,5,data/processed/networks/freight_dependency_edges.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0229,RT-0229,connectivity_dependency,dependency_type,2,6,data/processed/networks/ecology_dependency_edges.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological function, movement, and habitat context retain native scale and do not imply abundance, disease, or risk."
RN-RT-0230,RT-0230,food_web_dependency,dependency_type,1,6,data/processed/networks/ecology_dependency_edges.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological function, movement, and habitat context retain native scale and do not imply abundance, disease, or risk."
RN-RT-0231,RT-0231,habitat_dependency,dependency_type,3,6,data/processed/networks/ecology_dependency_edges.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological relationships retain native scale and do not imply abundance, establishment, contact, infection, or risk."
RN-RT-0232,RT-0232,hydrologic_dependency,dependency_type,2,6,data/processed/networks/ecology_dependency_edges.csv,physical flow,directed_source_to_target,physical relationship retained without effect-size or causal estimate,physical/hydrologic direction; geometry and quantity remain local,physical-flow join,normalized_shared_class,"Physical direction does not add common units, effect size, or risk meaning."
RN-RT-0233,RT-0233,landscape_dependency,dependency_type,3,6,data/processed/networks/ecology_dependency_edges.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological relationships retain native scale and do not imply abundance, establishment, contact, infection, or risk."
RN-RT-0234,RT-0234,migration_dependency,dependency_type,2,6,data/processed/networks/ecology_dependency_edges.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological function, movement, and habitat context retain native scale and do not imply abundance, disease, or risk."
RN-RT-0235,RT-0235,nutrient_condition_dependency,dependency_type,1,6,data/processed/networks/ecology_dependency_edges.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological relationships retain native scale and do not imply abundance, establishment, contact, infection, or risk."
RN-RT-0236,RT-0236,protected_area_dependency,dependency_type,1,6,data/processed/networks/ecology_dependency_edges.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological function, movement, and habitat context retain native scale and do not imply abundance, disease, or risk."
RN-RT-0237,RT-0237,restoration_dependency,dependency_type,1,6,data/processed/networks/ecology_dependency_edges.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological function, movement, and habitat context retain native scale and do not imply abundance, disease, or risk."
RN-RT-0238,RT-0238,riparian_dependency,dependency_type,1,6,data/processed/networks/ecology_dependency_edges.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological function, movement, and habitat context retain native scale and do not imply abundance, disease, or risk."
RN-RT-0239,RT-0239,wetland_dependency,dependency_type,1,6,data/processed/networks/ecology_dependency_edges.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological relationships retain native scale and do not imply abundance, establishment, contact, infection, or risk."
RN-RT-0240,RT-0240,ecological_condition_interface,relationship_type,2,6,data/processed/networks/ecology_system_edges.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological function, movement, and habitat context retain native scale and do not imply abundance, disease, or risk."
RN-RT-0241,RT-0241,fragmented_by,relationship_type,1,6,data/processed/networks/ecology_system_edges.csv,unresolved / unclassified,unspecified_or_associative,not interpreted as causal,no flow semantics,source-local only,unresolved_term,No defensible shared class is asserted; retain the local term and source lineage for later review.
RN-RT-0242,RT-0242,habitat_connected,relationship_type,4,6,data/processed/networks/ecology_system_edges.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological relationships retain native scale and do not imply abundance, establishment, contact, infection, or risk."
RN-RT-0243,RT-0243,hydrologically_connected,relationship_type,2,6,data/processed/networks/ecology_system_edges.csv,physical flow,directed_source_to_target,physical relationship retained without effect-size or causal estimate,physical/hydrologic direction; geometry and quantity remain local,physical-flow join,normalized_shared_class,"Physical direction does not add common units, effect size, or risk meaning."
RN-RT-0244,RT-0244,migration_link,relationship_type,4,6,data/processed/networks/ecology_system_edges.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological function, movement, and habitat context retain native scale and do not imply abundance, disease, or risk."
RN-RT-0245,RT-0245,nutrient_condition_interface,relationship_type,1,6,data/processed/networks/ecology_system_edges.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological relationships retain native scale and do not imply abundance, establishment, contact, infection, or risk."
RN-RT-0246,RT-0246,riparian_connection,relationship_type,1,6,data/processed/networks/ecology_system_edges.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological function, movement, and habitat context retain native scale and do not imply abundance, disease, or risk."
RN-RT-0247,RT-0247,spawning_connection,relationship_type,1,6,data/processed/networks/ecology_system_edges.csv,unresolved / unclassified,unspecified_or_associative,not interpreted as causal,no flow semantics,source-local only,unresolved_term,No defensible shared class is asserted; retain the local term and source lineage for later review.
RN-RT-0248,RT-0248,terrestrial_interface,relationship_type,1,6,data/processed/networks/ecology_system_edges.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological function, movement, and habitat context retain native scale and do not imply abundance, disease, or risk."
RN-RT-0249,RT-0249,wetland_interface,relationship_type,3,6,data/processed/networks/ecology_system_edges.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological relationships retain native scale and do not imply abundance, establishment, contact, infection, or risk."
RN-RT-0250,RT-0250,classifies_county_status,relationship_type,1,6,data/processed/networks/vector_ecology_edges.csv,unresolved / unclassified,unspecified_or_associative,not interpreted as causal,no flow semantics,source-local only,unresolved_term,No defensible shared class is asserted; retain the local term and source lineage for later review.
RN-RT-0251,RT-0251,generalized_habitat_interface,relationship_type,1,6,data/processed/networks/vector_ecology_edges.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological relationships retain native scale and do not imply abundance, establishment, contact, infection, or risk."
RN-RT-0252,RT-0252,habitat_opportunity,relationship_type,1,6,data/processed/networks/vector_ecology_edges.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological relationships retain native scale and do not imply abundance, establishment, contact, infection, or risk."
RN-RT-0253,RT-0253,host_association,relationship_type,2,6,data/processed/networks/vector_ecology_edges.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological relationships retain native scale and do not imply abundance, establishment, contact, infection, or risk."
RN-RT-0254,RT-0254,host_seeking_interface,relationship_type,1,6,data/processed/networks/vector_ecology_edges.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological relationships retain native scale and do not imply abundance, establishment, contact, infection, or risk."
RN-RT-0255,RT-0255,hydrologic_context,relationship_type,1,6,data/processed/networks/vector_ecology_edges.csv,physical flow,directed_source_to_target,physical relationship retained without effect-size or causal estimate,physical/hydrologic direction; geometry and quantity remain local,physical-flow join,normalized_shared_class,"Physical direction does not add common units, effect size, or risk meaning."
RN-RT-0256,RT-0256,keeps_pathogen_streams_separate,relationship_type,1,6,data/processed/networks/vector_ecology_edges.csv,unresolved / unclassified,unspecified_or_associative,not interpreted as causal,no flow semantics,source-local only,unresolved_term,No defensible shared class is asserted; retain the local term and source lineage for later review.
RN-RT-0257,RT-0257,lifecycle_context,relationship_type,1,6,data/processed/networks/vector_ecology_edges.csv,unresolved / unclassified,unspecified_or_associative,not interpreted as causal,no flow semantics,source-local only,unresolved_term,No defensible shared class is asserted; retain the local term and source lineage for later review.
RN-RT-0258,RT-0258,pathogen_context,relationship_type,1,6,data/processed/networks/vector_ecology_edges.csv,unresolved / unclassified,unspecified_or_associative,not interpreted as causal,no flow semantics,source-local only,unresolved_term,No defensible shared class is asserted; retain the local term and source lineage for later review.
RN-RT-0259,RT-0259,seasonal_activity,relationship_type,2,6,data/processed/networks/vector_ecology_edges.csv,unresolved / unclassified,unspecified_or_associative,not interpreted as causal,no flow semantics,source-local only,unresolved_term,No defensible shared class is asserted; retain the local term and source lineage for later review.
RN-RT-0260,RT-0260,seasonal_development,relationship_type,2,6,data/processed/networks/vector_ecology_edges.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological relationships retain native scale and do not imply abundance, establishment, contact, infection, or risk."
RN-RT-0261,RT-0261,seasonal_program_timing,relationship_type,1,6,data/processed/networks/vector_ecology_edges.csv,unresolved / unclassified,unspecified_or_associative,not interpreted as causal,no flow semantics,source-local only,unresolved_term,No defensible shared class is asserted; retain the local term and source lineage for later review.
RN-RT-0262,RT-0262,surveillance_target_context,relationship_type,1,6,data/processed/networks/vector_ecology_edges.csv,surveillance / detection,directed_local_record,observation/detection is not incidence or authority,information/detection interface,surveillance join,normalized_shared_class,"Surveillance or detection does not establish incidence, absence, transmission, or disease burden."
RN-RT-0263,RT-0263,tests_pathogens_in_ticks,relationship_type,1,6,data/processed/networks/vector_ecology_edges.csv,unresolved / unclassified,unspecified_or_associative,not interpreted as causal,no flow semantics,source-local only,unresolved_term,No defensible shared class is asserted; retain the local term and source lineage for later review.
RN-RT-0264,RT-0264,tests_vector_pools,relationship_type,3,6,data/processed/networks/vector_ecology_edges.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological relationships retain native scale and do not imply abundance, establishment, contact, infection, or risk."
RN-RT-0265,RT-0265,uses_habitat,relationship_type,6,6,data/processed/networks/vector_ecology_edges.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological relationships retain native scale and do not imply abundance, establishment, contact, infection, or risk."
RN-RT-0266,RT-0266,qualitative_interface,relationship_type,30,6,data/processed/scenarios/ecology_edges_scenario.csv,scenario influence,scenario_delta,scenario assumption/state; not observed causation,no flow semantics,scenario-only join,normalized_shared_class,Scenario term remains separate from baseline fact and forecast language.
RN-RT-0267,RT-0267,case_transmission_boundary,relationship_type,6,6,data/processed/scenarios/vector_ecology_dependency_states_scenario.csv,scenario influence,scenario_delta,scenario assumption/state; not observed causation,no flow semantics,scenario-only join,normalized_shared_class,Scenario term remains separate from baseline fact and forecast language.
RN-RT-0268,RT-0268,container_habitat,relationship_type,12,6,data/processed/scenarios/vector_ecology_dependency_states_scenario.csv,scenario influence,scenario_delta,scenario assumption/state; not observed causation,no flow semantics,scenario-only join,normalized_shared_class,Scenario term remains separate from baseline fact and forecast language.
RN-RT-0269,RT-0269,detection_interface,relationship_type,12,6,data/processed/scenarios/vector_ecology_dependency_states_scenario.csv,scenario influence,scenario_delta,scenario assumption/state; not observed causation,no flow semantics,scenario-only join,normalized_shared_class,Scenario term remains separate from baseline fact and forecast language.
RN-RT-0270,RT-0270,effort_detection_boundary,relationship_type,6,6,data/processed/scenarios/vector_ecology_dependency_states_scenario.csv,scenario influence,scenario_delta,scenario assumption/state; not observed causation,no flow semantics,scenario-only join,normalized_shared_class,Scenario term remains separate from baseline fact and forecast language.
RN-RT-0271,RT-0271,environmental_driver,relationship_type,12,6,data/processed/scenarios/vector_ecology_dependency_states_scenario.csv,scenario influence,scenario_delta,scenario assumption/state; not observed causation,no flow semantics,scenario-only join,normalized_shared_class,Scenario term remains separate from baseline fact and forecast language.
RN-RT-0272,RT-0272,habitat_association,relationship_type,6,6,data/processed/scenarios/vector_ecology_dependency_states_scenario.csv,scenario influence,scenario_delta,scenario assumption/state; not observed causation,no flow semantics,scenario-only join,normalized_shared_class,Scenario term remains separate from baseline fact and forecast language.
RN-RT-0273,RT-0273,habitat_interface,relationship_type,12,6,data/processed/scenarios/vector_ecology_dependency_states_scenario.csv,scenario influence,scenario_delta,scenario assumption/state; not observed causation,no flow semantics,scenario-only join,normalized_shared_class,Scenario term remains separate from baseline fact and forecast language.
RN-RT-0274,RT-0274,habitat_opportunity,relationship_type,6,6,data/processed/scenarios/vector_ecology_dependency_states_scenario.csv,scenario influence,scenario_delta,scenario assumption/state; not observed causation,no flow semantics,scenario-only join,normalized_shared_class,Scenario term remains separate from baseline fact and forecast language.
RN-RT-0275,RT-0275,health_boundary,relationship_type,6,6,data/processed/scenarios/vector_ecology_dependency_states_scenario.csv,scenario influence,scenario_delta,scenario assumption/state; not observed causation,no flow semantics,scenario-only join,normalized_shared_class,Scenario term remains separate from baseline fact and forecast language.
RN-RT-0276,RT-0276,hold_preservation,relationship_type,6,6,data/processed/scenarios/vector_ecology_dependency_states_scenario.csv,scenario influence,scenario_delta,scenario assumption/state; not observed causation,no flow semantics,scenario-only join,normalized_shared_class,Scenario term remains separate from baseline fact and forecast language.
RN-RT-0277,RT-0277,host_association,relationship_type,12,6,data/processed/scenarios/vector_ecology_dependency_states_scenario.csv,scenario influence,scenario_delta,scenario assumption/state; not observed causation,no flow semantics,scenario-only join,normalized_shared_class,Scenario term remains separate from baseline fact and forecast language.
RN-RT-0278,RT-0278,information_to_decision,relationship_type,6,6,data/processed/scenarios/vector_ecology_dependency_states_scenario.csv,scenario influence,scenario_delta,scenario assumption/state; not observed causation,no flow semantics,scenario-only join,normalized_shared_class,Scenario term remains separate from baseline fact and forecast language.
RN-RT-0279,RT-0279,monitoring_control_boundary,relationship_type,6,6,data/processed/scenarios/vector_ecology_dependency_states_scenario.csv,scenario influence,scenario_delta,scenario assumption/state; not observed causation,no flow semantics,scenario-only join,normalized_shared_class,Scenario term remains separate from baseline fact and forecast language.
RN-RT-0280,RT-0280,observation_interface,relationship_type,6,6,data/processed/scenarios/vector_ecology_dependency_states_scenario.csv,scenario influence,scenario_delta,scenario assumption/state; not observed causation,no flow semantics,scenario-only join,normalized_shared_class,Scenario term remains separate from baseline fact and forecast language.
RN-RT-0281,RT-0281,potential_interface,relationship_type,12,6,data/processed/scenarios/vector_ecology_dependency_states_scenario.csv,scenario influence,scenario_delta,scenario assumption/state; not observed causation,no flow semantics,scenario-only join,normalized_shared_class,Scenario term remains separate from baseline fact and forecast language.
RN-RT-0282,RT-0282,questing_habitat,relationship_type,6,6,data/processed/scenarios/vector_ecology_dependency_states_scenario.csv,scenario influence,scenario_delta,scenario assumption/state; not observed causation,no flow semantics,scenario-only join,normalized_shared_class,Scenario term remains separate from baseline fact and forecast language.
RN-RT-0283,RT-0283,scale_boundary,relationship_type,6,6,data/processed/scenarios/vector_ecology_dependency_states_scenario.csv,scenario influence,scenario_delta,scenario assumption/state; not observed causation,no flow semantics,scenario-only join,normalized_shared_class,Scenario term remains separate from baseline fact and forecast language.
RN-RT-0284,RT-0284,seasonal_development,relationship_type,18,6,data/processed/scenarios/vector_ecology_dependency_states_scenario.csv,scenario influence,scenario_delta,scenario assumption/state; not observed causation,no flow semantics,scenario-only join,normalized_shared_class,Scenario term remains separate from baseline fact and forecast language.
RN-RT-0285,RT-0285,separation_rule,relationship_type,6,6,data/processed/scenarios/vector_ecology_dependency_states_scenario.csv,scenario influence,scenario_delta,scenario assumption/state; not observed causation,no flow semantics,scenario-only join,normalized_shared_class,Scenario term remains separate from baseline fact and forecast language.
RN-RT-0286,RT-0286,woodland_habitat,relationship_type,6,6,data/processed/scenarios/vector_ecology_dependency_states_scenario.csv,scenario influence,scenario_delta,scenario assumption/state; not observed causation,no flow semantics,scenario-only join,normalized_shared_class,Scenario term remains separate from baseline fact and forecast language.
