atlas_relationship_id,source_phase,source_artifact,local_relationship_id,source_local_endpoint_id,target_local_endpoint_id,source_atlas_entity_id,target_atlas_entity_id,source_system_id,target_system_id,native_source_system_label,native_target_system_label,normalized_relationship_class,endpoint_role_source,endpoint_role_target,source_join_level,target_join_level,evidence_class,documented_or_inferred,source_id,evidence_strength,confidence,uncertainty_id,directionality,spatial_scale,temporal_basis,scenario_status,inference_basis,uncertainty,suitable_for_visualization,suitable_for_qualitative_reasoning,suitable_for_stress_test_propagation,suitable_for_quantitative_aggregation,Atlas_use,caveat
AR-11B-DEP-0021-HOUSING-INFRASTRUCTURE-8ffd457d,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0021-housing_infrastructure,MUNI-1825000,,ENT-POPULATION-MUNI-1825000,,SYS-POPULATION,,,housing_infrastructure,operational dependency,population/settlement entity,generalized external interface,exact,nonjoinable,INFERRED,inferred,s11a_acs_2024_5yr,limited,limited,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,"Housing context is not a condition, desirability, or vulnerability score.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION;SOURCE_LOCAL_ONLY;NO_EXACT_ATLAS_JOIN,"Inferred relationship retained: Housing context is not a condition, desirability, or vulnerability score."
AR-11B-DEP-0021-GOVERNANCE-434074e9,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0021-governance,MUNI-1825000,,ENT-POPULATION-MUNI-1825000,,SYS-POPULATION,SYS-GOVERNANCE,,governance,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase10_governance_context,moderate,moderate,,directed_local_record,municipal/county,2026 baseline,BASELINE_DEPENDENCY,"Boundary, operator, service territory, and population served remain distinct.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Inferred relationship retained: Boundary, operator, service territory, and population served remain distinct."
AR-11B-DEP-0022-WATER-34c0bd3e,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0022-water,MUNI-1826386,,ENT-POPULATION-MUNI-1826386,,SYS-POPULATION,SYS-WATER,,water,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase10_governance_context,limited,limited,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,Inferred relationship retained: Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.
AR-11B-DEP-0022-WASTEWATER-1fc084b6,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0022-wastewater,MUNI-1826386,,ENT-POPULATION-MUNI-1826386,,SYS-POPULATION,SYS-WATER,,wastewater,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase10_governance_context,limited,limited,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,"Generalized service-responsibility context only; no state-specific permit, sewer territory, or load claim.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Inferred relationship retained: Generalized service-responsibility context only; no state-specific permit, sewer territory, or load claim."
AR-11B-DEP-0022-ENERGY-b077ae87,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0022-energy,MUNI-1826386,,ENT-POPULATION-MUNI-1826386,,SYS-POPULATION,SYS-ENERGY,,energy,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase10_s24_pjm,moderate,moderate,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,"Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Inferred relationship retained: Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability."
AR-11B-DEP-0022-TRANSPORT-c4fa52a8,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0022-transport,MUNI-1826386,,ENT-POPULATION-MUNI-1826386,,SYS-POPULATION,SYS-FREIGHT,,transport,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,s11b_lodes_in_od,moderate,limited,,directed_local_record,county/county_pair,2026 baseline,BASELINE_DEPENDENCY,State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,Inferred relationship retained: State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.
AR-11B-DEP-0022-CLIMATE-HAZARD-334fb89f,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0022-climate_hazard,MUNI-1826386,,ENT-POPULATION-MUNI-1826386,,SYS-POPULATION,,,climate_hazard,operational dependency,population/settlement entity,generalized external interface,exact,nonjoinable,INFERRED,inferred,phase9_hazard_context,limited,limited,,directed_local_record,county/regional,2026 baseline,BASELINE_DEPENDENCY,"Hazard interface is not exposure, dose, or health outcome.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION;SOURCE_LOCAL_ONLY;NO_EXACT_ATLAS_JOIN,"Inferred relationship retained: Hazard interface is not exposure, dose, or health outcome."
AR-11B-DEP-0022-ENVIRONMENTAL-HEALTH-0c3f7dfd,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0022-environmental_health,MUNI-1826386,,ENT-POPULATION-MUNI-1826386,,SYS-POPULATION,SYS-EXPOSURE,,environmental_health,exposure pathway,population/settlement entity,generalized external interface,exact,system-level,CONTEXT_REUSED,reused_context,phase7_exposure_context,limited,limited,,directed_local_record,county/regional,2026 baseline,BASELINE_DEPENDENCY,"Population presence is not exposure, dose, illness, or risk.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Reused context retained and not counted as new evidence: Population presence is not exposure, dose, illness, or risk."
AR-11B-DEP-0022-ECOLOGY-LAND-f29fb037,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0022-ecology_land,MUNI-1826386,,ENT-POPULATION-MUNI-1826386,,SYS-POPULATION,,,ecology_land,operational dependency,population/settlement entity,generalized external interface,exact,nonjoinable,INFERRED,inferred,phase6_ecology_context,limited,limited,,directed_local_record,county/regional,2026 baseline,BASELINE_DEPENDENCY,"No habitat quality, biodiversity, or ecological-risk score.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION;SOURCE_LOCAL_ONLY;NO_EXACT_ATLAS_JOIN,"Inferred relationship retained: No habitat quality, biodiversity, or ecological-risk score."
AR-11B-DEP-0022-BIOGEOCHEMICAL-aa219126,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0022-biogeochemical,MUNI-1826386,,ENT-POPULATION-MUNI-1826386,,SYS-POPULATION,SYS-BIOGEOCHEMISTRY,,biogeochemical,material flow,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase8_biogeochemical_context,limited,limited,,directed_local_record,county/watershed,2026 baseline,BASELINE_DEPENDENCY,"No new nutrient load, concentration, or treatment outcome.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Inferred relationship retained: No new nutrient load, concentration, or treatment outcome."
AR-11B-DEP-0022-HOUSING-INFRASTRUCTURE-6c120d3a,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0022-housing_infrastructure,MUNI-1826386,,ENT-POPULATION-MUNI-1826386,,SYS-POPULATION,,,housing_infrastructure,operational dependency,population/settlement entity,generalized external interface,exact,nonjoinable,INFERRED,inferred,s11a_acs_2024_5yr,limited,limited,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,"Housing context is not a condition, desirability, or vulnerability score.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION;SOURCE_LOCAL_ONLY;NO_EXACT_ATLAS_JOIN,"Inferred relationship retained: Housing context is not a condition, desirability, or vulnerability score."
AR-11B-DEP-0022-GOVERNANCE-1128c9e5,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0022-governance,MUNI-1826386,,ENT-POPULATION-MUNI-1826386,,SYS-POPULATION,SYS-GOVERNANCE,,governance,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase10_governance_context,moderate,moderate,,directed_local_record,municipal/county,2026 baseline,BASELINE_DEPENDENCY,"Boundary, operator, service territory, and population served remain distinct.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Inferred relationship retained: Boundary, operator, service territory, and population served remain distinct."
AR-11B-DEP-0023-WATER-a4778c3b,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0023-water,MUNI-1835266,,ENT-POPULATION-MUNI-1835266,,SYS-POPULATION,SYS-WATER,,water,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase10_governance_context,limited,limited,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,Inferred relationship retained: Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.
AR-11B-DEP-0023-WASTEWATER-2c0a12ac,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0023-wastewater,MUNI-1835266,,ENT-POPULATION-MUNI-1835266,,SYS-POPULATION,SYS-WATER,,wastewater,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase10_governance_context,limited,limited,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,"Generalized service-responsibility context only; no state-specific permit, sewer territory, or load claim.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Inferred relationship retained: Generalized service-responsibility context only; no state-specific permit, sewer territory, or load claim."
AR-11B-DEP-0023-ENERGY-e3aedbd0,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0023-energy,MUNI-1835266,,ENT-POPULATION-MUNI-1835266,,SYS-POPULATION,SYS-ENERGY,,energy,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase10_s24_pjm,moderate,moderate,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,"Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Inferred relationship retained: Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability."
AR-11B-DEP-0023-TRANSPORT-7623613f,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0023-transport,MUNI-1835266,,ENT-POPULATION-MUNI-1835266,,SYS-POPULATION,SYS-FREIGHT,,transport,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,s11b_lodes_in_od,moderate,limited,,directed_local_record,county/county_pair,2026 baseline,BASELINE_DEPENDENCY,State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,Inferred relationship retained: State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.
AR-11B-DEP-0023-CLIMATE-HAZARD-ddcc2af0,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0023-climate_hazard,MUNI-1835266,,ENT-POPULATION-MUNI-1835266,,SYS-POPULATION,,,climate_hazard,operational dependency,population/settlement entity,generalized external interface,exact,nonjoinable,INFERRED,inferred,phase9_hazard_context,limited,limited,,directed_local_record,county/regional,2026 baseline,BASELINE_DEPENDENCY,"Hazard interface is not exposure, dose, or health outcome.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION;SOURCE_LOCAL_ONLY;NO_EXACT_ATLAS_JOIN,"Inferred relationship retained: Hazard interface is not exposure, dose, or health outcome."
AR-11B-DEP-0023-ENVIRONMENTAL-HEALTH-3d9cc796,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0023-environmental_health,MUNI-1835266,,ENT-POPULATION-MUNI-1835266,,SYS-POPULATION,SYS-EXPOSURE,,environmental_health,exposure pathway,population/settlement entity,generalized external interface,exact,system-level,CONTEXT_REUSED,reused_context,phase7_exposure_context,limited,limited,,directed_local_record,county/regional,2026 baseline,BASELINE_DEPENDENCY,"Population presence is not exposure, dose, illness, or risk.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Reused context retained and not counted as new evidence: Population presence is not exposure, dose, illness, or risk."
AR-11B-DEP-0023-ECOLOGY-LAND-b9d5a40c,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0023-ecology_land,MUNI-1835266,,ENT-POPULATION-MUNI-1835266,,SYS-POPULATION,,,ecology_land,operational dependency,population/settlement entity,generalized external interface,exact,nonjoinable,INFERRED,inferred,phase6_ecology_context,limited,limited,,directed_local_record,county/regional,2026 baseline,BASELINE_DEPENDENCY,"No habitat quality, biodiversity, or ecological-risk score.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION;SOURCE_LOCAL_ONLY;NO_EXACT_ATLAS_JOIN,"Inferred relationship retained: No habitat quality, biodiversity, or ecological-risk score."
AR-11B-DEP-0023-BIOGEOCHEMICAL-038381b2,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0023-biogeochemical,MUNI-1835266,,ENT-POPULATION-MUNI-1835266,,SYS-POPULATION,SYS-BIOGEOCHEMISTRY,,biogeochemical,material flow,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase8_biogeochemical_context,limited,limited,,directed_local_record,county/watershed,2026 baseline,BASELINE_DEPENDENCY,"No new nutrient load, concentration, or treatment outcome.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Inferred relationship retained: No new nutrient load, concentration, or treatment outcome."
AR-11B-DEP-0023-HOUSING-INFRASTRUCTURE-f5ed2bd1,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0023-housing_infrastructure,MUNI-1835266,,ENT-POPULATION-MUNI-1835266,,SYS-POPULATION,,,housing_infrastructure,operational dependency,population/settlement entity,generalized external interface,exact,nonjoinable,INFERRED,inferred,s11a_acs_2024_5yr,limited,limited,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,"Housing context is not a condition, desirability, or vulnerability score.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION;SOURCE_LOCAL_ONLY;NO_EXACT_ATLAS_JOIN,"Inferred relationship retained: Housing context is not a condition, desirability, or vulnerability score."
AR-11B-DEP-0023-GOVERNANCE-a94cb9b6,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0023-governance,MUNI-1835266,,ENT-POPULATION-MUNI-1835266,,SYS-POPULATION,SYS-GOVERNANCE,,governance,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase10_governance_context,moderate,moderate,,directed_local_record,municipal/county,2026 baseline,BASELINE_DEPENDENCY,"Boundary, operator, service territory, and population served remain distinct.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Inferred relationship retained: Boundary, operator, service territory, and population served remain distinct."
AR-11B-DEP-0024-WATER-6e1a5795,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0024-water,MUNI-1852992,,ENT-POPULATION-MUNI-1852992,,SYS-POPULATION,SYS-WATER,,water,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase10_governance_context,limited,limited,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,Inferred relationship retained: Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.
AR-11B-DEP-0024-WASTEWATER-37d7cfa3,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0024-wastewater,MUNI-1852992,,ENT-POPULATION-MUNI-1852992,,SYS-POPULATION,SYS-WATER,,wastewater,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase10_governance_context,limited,limited,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,"Generalized service-responsibility context only; no state-specific permit, sewer territory, or load claim.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Inferred relationship retained: Generalized service-responsibility context only; no state-specific permit, sewer territory, or load claim."
AR-11B-DEP-0024-ENERGY-088e77b7,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0024-energy,MUNI-1852992,,ENT-POPULATION-MUNI-1852992,,SYS-POPULATION,SYS-ENERGY,,energy,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase10_s24_pjm,moderate,moderate,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,"Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Inferred relationship retained: Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability."
AR-11B-DEP-0024-TRANSPORT-2d44c167,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0024-transport,MUNI-1852992,,ENT-POPULATION-MUNI-1852992,,SYS-POPULATION,SYS-FREIGHT,,transport,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,s11b_lodes_in_od,moderate,limited,,directed_local_record,county/county_pair,2026 baseline,BASELINE_DEPENDENCY,State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,Inferred relationship retained: State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.
AR-11B-DEP-0024-CLIMATE-HAZARD-63b822db,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0024-climate_hazard,MUNI-1852992,,ENT-POPULATION-MUNI-1852992,,SYS-POPULATION,,,climate_hazard,operational dependency,population/settlement entity,generalized external interface,exact,nonjoinable,INFERRED,inferred,phase9_hazard_context,limited,limited,,directed_local_record,county/regional,2026 baseline,BASELINE_DEPENDENCY,"Hazard interface is not exposure, dose, or health outcome.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION;SOURCE_LOCAL_ONLY;NO_EXACT_ATLAS_JOIN,"Inferred relationship retained: Hazard interface is not exposure, dose, or health outcome."
AR-11B-DEP-0024-ENVIRONMENTAL-HEALTH-b45b3e7c,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0024-environmental_health,MUNI-1852992,,ENT-POPULATION-MUNI-1852992,,SYS-POPULATION,SYS-EXPOSURE,,environmental_health,exposure pathway,population/settlement entity,generalized external interface,exact,system-level,CONTEXT_REUSED,reused_context,phase7_exposure_context,limited,limited,,directed_local_record,county/regional,2026 baseline,BASELINE_DEPENDENCY,"Population presence is not exposure, dose, illness, or risk.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Reused context retained and not counted as new evidence: Population presence is not exposure, dose, illness, or risk."
AR-11B-DEP-0024-ECOLOGY-LAND-1c5ac94c,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0024-ecology_land,MUNI-1852992,,ENT-POPULATION-MUNI-1852992,,SYS-POPULATION,,,ecology_land,operational dependency,population/settlement entity,generalized external interface,exact,nonjoinable,INFERRED,inferred,phase6_ecology_context,limited,limited,,directed_local_record,county/regional,2026 baseline,BASELINE_DEPENDENCY,"No habitat quality, biodiversity, or ecological-risk score.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION;SOURCE_LOCAL_ONLY;NO_EXACT_ATLAS_JOIN,"Inferred relationship retained: No habitat quality, biodiversity, or ecological-risk score."
AR-11B-DEP-0024-BIOGEOCHEMICAL-9aed3815,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0024-biogeochemical,MUNI-1852992,,ENT-POPULATION-MUNI-1852992,,SYS-POPULATION,SYS-BIOGEOCHEMISTRY,,biogeochemical,material flow,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase8_biogeochemical_context,limited,limited,,directed_local_record,county/watershed,2026 baseline,BASELINE_DEPENDENCY,"No new nutrient load, concentration, or treatment outcome.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Inferred relationship retained: No new nutrient load, concentration, or treatment outcome."
AR-11B-DEP-0024-HOUSING-INFRASTRUCTURE-d435bf15,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0024-housing_infrastructure,MUNI-1852992,,ENT-POPULATION-MUNI-1852992,,SYS-POPULATION,,,housing_infrastructure,operational dependency,population/settlement entity,generalized external interface,exact,nonjoinable,INFERRED,inferred,s11a_acs_2024_5yr,limited,limited,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,"Housing context is not a condition, desirability, or vulnerability score.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION;SOURCE_LOCAL_ONLY;NO_EXACT_ATLAS_JOIN,"Inferred relationship retained: Housing context is not a condition, desirability, or vulnerability score."
AR-11B-DEP-0024-GOVERNANCE-3a4e4732,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0024-governance,MUNI-1852992,,ENT-POPULATION-MUNI-1852992,,SYS-POPULATION,SYS-GOVERNANCE,,governance,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase10_governance_context,moderate,moderate,,directed_local_record,municipal/county,2026 baseline,BASELINE_DEPENDENCY,"Boundary, operator, service territory, and population served remain distinct.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Inferred relationship retained: Boundary, operator, service territory, and population served remain distinct."
AR-11B-DEP-0025-WATER-c2c69bc2,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0025-water,MUNI-2600440,,ENT-POPULATION-MUNI-2600440,,SYS-POPULATION,SYS-WATER,,water,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase10_governance_context,limited,limited,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,Inferred relationship retained: Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.
