relationship_id,scenario_id,scenario,horizon,source_node_id,target_node_id,relationship_type,spatial_scale,current_fact,scenario_assumption,scenario_consequence,commuting_migration_boundary,source_or_basis,assumption_id,evidence_strength,reality_status,canon_status,relationship_basis,numeric_future_value_adopted,notes
PFR-B2075-15,B2075,Polycentric Adaptive Basin,2075,POP-ZONE-39051,POP-ZONE-39095,polycentric_adaptive_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2075 matured or diverged state relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,"SCENARIO CONSEQUENCE: multiple centers exchange functions through adaptive, nonuniform interfaces; redundancy and local variation remain.","Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-B2075-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-B2075-16,B2075,Polycentric Adaptive Basin,2075,POP-ZONE-39143,POP-ZONE-39123,polycentric_adaptive_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2075 matured or diverged state relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,"SCENARIO CONSEQUENCE: multiple centers exchange functions through adaptive, nonuniform interfaces; redundancy and local variation remain.","Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-B2075-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-B2075-17,B2075,Polycentric Adaptive Basin,2075,POP-ZONE-39161,POP-ZONE-39173,polycentric_adaptive_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2075 matured or diverged state relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,"SCENARIO CONSEQUENCE: multiple centers exchange functions through adaptive, nonuniform interfaces; redundancy and local variation remain.","Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-B2075-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-B2075-18,B2075,Polycentric Adaptive Basin,2075,POP-ZONE-39171,POP-ZONE-39039,polycentric_adaptive_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2075 matured or diverged state relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,"SCENARIO CONSEQUENCE: multiple centers exchange functions through adaptive, nonuniform interfaces; redundancy and local variation remain.","Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-B2075-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-C2050-01,C2050,Uneven Change / Infrastructure Strain,2050,POP-ZONE-39095,POP-ZONE-39173,uneven_change_infrastructure_strain_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2050 intermediate trajectory relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,SCENARIO CONSEQUENCE: selected interfaces experience uneven settlement and service continuity while capable local nodes can persist.,"Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-C2050-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-C2050-02,C2050,Uneven Change / Infrastructure Strain,2050,POP-ZONE-39095,POP-ZONE-39063,uneven_change_infrastructure_strain_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2050 intermediate trajectory relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,SCENARIO CONSEQUENCE: selected interfaces experience uneven settlement and service continuity while capable local nodes can persist.,"Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-C2050-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-C2050-03,C2050,Uneven Change / Infrastructure Strain,2050,POP-ZONE-39095,POP-ZONE-26115,uneven_change_infrastructure_strain_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2050 intermediate trajectory relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,SCENARIO CONSEQUENCE: selected interfaces experience uneven settlement and service continuity while capable local nodes can persist.,"Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-C2050-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-C2050-04,C2050,Uneven Change / Infrastructure Strain,2050,POP-ZONE-39095,POP-ZONE-18003,uneven_change_infrastructure_strain_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2050 intermediate trajectory relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,SCENARIO CONSEQUENCE: selected interfaces experience uneven settlement and service continuity while capable local nodes can persist.,"Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-C2050-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-C2050-05,C2050,Uneven Change / Infrastructure Strain,2050,POP-ZONE-39095,POP-ZONE-39069,uneven_change_infrastructure_strain_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2050 intermediate trajectory relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,SCENARIO CONSEQUENCE: selected interfaces experience uneven settlement and service continuity while capable local nodes can persist.,"Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-C2050-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-C2050-06,C2050,Uneven Change / Infrastructure Strain,2050,POP-ZONE-39095,POP-ZONE-39123,uneven_change_infrastructure_strain_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2050 intermediate trajectory relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,SCENARIO CONSEQUENCE: selected interfaces experience uneven settlement and service continuity while capable local nodes can persist.,"Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-C2050-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-C2050-07,C2050,Uneven Change / Infrastructure Strain,2050,POP-ZONE-39173,POP-ZONE-39143,uneven_change_infrastructure_strain_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2050 intermediate trajectory relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,SCENARIO CONSEQUENCE: selected interfaces experience uneven settlement and service continuity while capable local nodes can persist.,"Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-C2050-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-C2050-08,C2050,Uneven Change / Infrastructure Strain,2050,POP-ZONE-39173,POP-ZONE-39063,uneven_change_infrastructure_strain_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2050 intermediate trajectory relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,SCENARIO CONSEQUENCE: selected interfaces experience uneven settlement and service continuity while capable local nodes can persist.,"Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-C2050-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-C2050-09,C2050,Uneven Change / Infrastructure Strain,2050,POP-ZONE-39063,POP-ZONE-39147,uneven_change_infrastructure_strain_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2050 intermediate trajectory relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,SCENARIO CONSEQUENCE: selected interfaces experience uneven settlement and service continuity while capable local nodes can persist.,"Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-C2050-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-C2050-10,C2050,Uneven Change / Infrastructure Strain,2050,POP-ZONE-39063,POP-ZONE-39137,uneven_change_infrastructure_strain_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2050 intermediate trajectory relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,SCENARIO CONSEQUENCE: selected interfaces experience uneven settlement and service continuity while capable local nodes can persist.,"Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-C2050-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-C2050-11,C2050,Uneven Change / Infrastructure Strain,2050,POP-ZONE-26115,POP-ZONE-26091,uneven_change_infrastructure_strain_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2050 intermediate trajectory relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,SCENARIO CONSEQUENCE: selected interfaces experience uneven settlement and service continuity while capable local nodes can persist.,"Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-C2050-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-C2050-12,C2050,Uneven Change / Infrastructure Strain,2050,POP-ZONE-18003,POP-ZONE-18033,uneven_change_infrastructure_strain_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2050 intermediate trajectory relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,SCENARIO CONSEQUENCE: selected interfaces experience uneven settlement and service continuity while capable local nodes can persist.,"Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-C2050-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-C2050-13,C2050,Uneven Change / Infrastructure Strain,2050,POP-ZONE-18003,POP-ZONE-18151,uneven_change_infrastructure_strain_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2050 intermediate trajectory relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,SCENARIO CONSEQUENCE: selected interfaces experience uneven settlement and service continuity while capable local nodes can persist.,"Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-C2050-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-C2050-14,C2050,Uneven Change / Infrastructure Strain,2050,POP-ZONE-39051,POP-ZONE-39039,uneven_change_infrastructure_strain_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2050 intermediate trajectory relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,SCENARIO CONSEQUENCE: selected interfaces experience uneven settlement and service continuity while capable local nodes can persist.,"Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-C2050-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-C2050-15,C2050,Uneven Change / Infrastructure Strain,2050,POP-ZONE-39051,POP-ZONE-39095,uneven_change_infrastructure_strain_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2050 intermediate trajectory relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,SCENARIO CONSEQUENCE: selected interfaces experience uneven settlement and service continuity while capable local nodes can persist.,"Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-C2050-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-C2050-16,C2050,Uneven Change / Infrastructure Strain,2050,POP-ZONE-39143,POP-ZONE-39123,uneven_change_infrastructure_strain_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2050 intermediate trajectory relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,SCENARIO CONSEQUENCE: selected interfaces experience uneven settlement and service continuity while capable local nodes can persist.,"Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-C2050-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-C2050-17,C2050,Uneven Change / Infrastructure Strain,2050,POP-ZONE-39161,POP-ZONE-39173,uneven_change_infrastructure_strain_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2050 intermediate trajectory relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,SCENARIO CONSEQUENCE: selected interfaces experience uneven settlement and service continuity while capable local nodes can persist.,"Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-C2050-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-C2050-18,C2050,Uneven Change / Infrastructure Strain,2050,POP-ZONE-39171,POP-ZONE-39039,uneven_change_infrastructure_strain_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2050 intermediate trajectory relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,SCENARIO CONSEQUENCE: selected interfaces experience uneven settlement and service continuity while capable local nodes can persist.,"Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-C2050-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-C2075-01,C2075,Uneven Change / Infrastructure Strain,2075,POP-ZONE-39095,POP-ZONE-39173,uneven_change_infrastructure_strain_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2075 matured or diverged state relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,SCENARIO CONSEQUENCE: selected interfaces experience uneven settlement and service continuity while capable local nodes can persist.,"Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-C2075-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-C2075-02,C2075,Uneven Change / Infrastructure Strain,2075,POP-ZONE-39095,POP-ZONE-39063,uneven_change_infrastructure_strain_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2075 matured or diverged state relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,SCENARIO CONSEQUENCE: selected interfaces experience uneven settlement and service continuity while capable local nodes can persist.,"Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-C2075-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-C2075-03,C2075,Uneven Change / Infrastructure Strain,2075,POP-ZONE-39095,POP-ZONE-26115,uneven_change_infrastructure_strain_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2075 matured or diverged state relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,SCENARIO CONSEQUENCE: selected interfaces experience uneven settlement and service continuity while capable local nodes can persist.,"Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-C2075-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-C2075-04,C2075,Uneven Change / Infrastructure Strain,2075,POP-ZONE-39095,POP-ZONE-18003,uneven_change_infrastructure_strain_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2075 matured or diverged state relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,SCENARIO CONSEQUENCE: selected interfaces experience uneven settlement and service continuity while capable local nodes can persist.,"Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-C2075-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-C2075-05,C2075,Uneven Change / Infrastructure Strain,2075,POP-ZONE-39095,POP-ZONE-39069,uneven_change_infrastructure_strain_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2075 matured or diverged state relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,SCENARIO CONSEQUENCE: selected interfaces experience uneven settlement and service continuity while capable local nodes can persist.,"Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-C2075-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-C2075-06,C2075,Uneven Change / Infrastructure Strain,2075,POP-ZONE-39095,POP-ZONE-39123,uneven_change_infrastructure_strain_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2075 matured or diverged state relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,SCENARIO CONSEQUENCE: selected interfaces experience uneven settlement and service continuity while capable local nodes can persist.,"Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-C2075-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-C2075-07,C2075,Uneven Change / Infrastructure Strain,2075,POP-ZONE-39173,POP-ZONE-39143,uneven_change_infrastructure_strain_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2075 matured or diverged state relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,SCENARIO CONSEQUENCE: selected interfaces experience uneven settlement and service continuity while capable local nodes can persist.,"Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-C2075-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-C2075-08,C2075,Uneven Change / Infrastructure Strain,2075,POP-ZONE-39173,POP-ZONE-39063,uneven_change_infrastructure_strain_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2075 matured or diverged state relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,SCENARIO CONSEQUENCE: selected interfaces experience uneven settlement and service continuity while capable local nodes can persist.,"Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-C2075-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-C2075-09,C2075,Uneven Change / Infrastructure Strain,2075,POP-ZONE-39063,POP-ZONE-39147,uneven_change_infrastructure_strain_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2075 matured or diverged state relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,SCENARIO CONSEQUENCE: selected interfaces experience uneven settlement and service continuity while capable local nodes can persist.,"Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-C2075-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-C2075-10,C2075,Uneven Change / Infrastructure Strain,2075,POP-ZONE-39063,POP-ZONE-39137,uneven_change_infrastructure_strain_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2075 matured or diverged state relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,SCENARIO CONSEQUENCE: selected interfaces experience uneven settlement and service continuity while capable local nodes can persist.,"Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-C2075-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-C2075-11,C2075,Uneven Change / Infrastructure Strain,2075,POP-ZONE-26115,POP-ZONE-26091,uneven_change_infrastructure_strain_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2075 matured or diverged state relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,SCENARIO CONSEQUENCE: selected interfaces experience uneven settlement and service continuity while capable local nodes can persist.,"Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-C2075-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-C2075-12,C2075,Uneven Change / Infrastructure Strain,2075,POP-ZONE-18003,POP-ZONE-18033,uneven_change_infrastructure_strain_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2075 matured or diverged state relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,SCENARIO CONSEQUENCE: selected interfaces experience uneven settlement and service continuity while capable local nodes can persist.,"Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-C2075-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
