state_id,scenario_id,scenario,horizon,dependency_id,system_a,system_b,dependency_type,current_fact,scenario_assumption,scenario_consequence,dependency_state,coordination_implication,assumption_id,current_fact_source_id,source_id,reality_status,canon_status,notes
GAD-B2050-016,B2050,Federated / Networked Governance,2050,GDEP-016,Water,Water,interstate_dependency,CURRENT FACT (2026 baseline): Water ↔ Water is recorded as interstate_dependency through compact; this is a documented relationship.,"SCENARIO ASSUMPTION: Adaptive review is durable in some domains and episodic in others because capacity, funding, and local priorities remain uneven. This is the B scenario's intermediate 2050 trajectory, not a legal forecast.","SCENARIO CONSEQUENCE: intermediate institutional trajectory: Water to Water dependency is handled through domain-specific networks, agreements, standards, or operator structures; redundancy and local autonomy coexist with negotiation friction.",issue_specific_exchange_and_fallback,"Dependency is not converted into a governance score, failure probability, or universal control claim.",GSA-B2050-08,s14_gsgp,GFS-009,fictional,scenario,Future dependency state preserves the accepted Phase 10B interface and adds only a qualitative scenario consequence.
GAD-B2050-017,B2050,Federated / Networked Governance,2050,GDEP-017,Water,Water,binational_dependency,CURRENT FACT (2026 baseline): Water ↔ Water is recorded as binational_dependency through treaty/agreement; this is a inferred relationship.,"SCENARIO ASSUMPTION: Issue-specific agreements, common standards, and shared-data practices expand without a single regional data owner or government. This is the B scenario's intermediate 2050 trajectory, not a legal forecast.","SCENARIO CONSEQUENCE: intermediate institutional trajectory: Water to Water dependency is handled through domain-specific networks, agreements, standards, or operator structures; redundancy and local autonomy coexist with negotiation friction.",issue_specific_exchange_and_fallback,Cross-border coordination remains an interface among existing institutions; no treaty amendment or new binational legal authority is assumed.,GSA-B2050-01,s15_glwqa,GFS-018,fictional,scenario,Future dependency state preserves the accepted Phase 10B interface and adds only a qualitative scenario consequence.
GAD-B2050-018,B2050,Federated / Networked Governance,2050,GDEP-018,Ecology / Biodiversity,Water,advisory_relationship,CURRENT FACT (2026 baseline): Ecology / Biodiversity ↔ Water is recorded as advisory_relationship through consultation relationship; this is a inferred relationship.,"SCENARIO ASSUMPTION: Observation, reporting, and analysis remain distributed among agencies, municipalities, tribes, and operators, with uneven interoperability. This is the B scenario's intermediate 2050 trajectory, not a legal forecast.","SCENARIO CONSEQUENCE: intermediate institutional trajectory: Ecology / Biodiversity to Water dependency is handled through domain-specific networks, agreements, standards, or operator structures; redundancy and local autonomy coexist with negotiation friction.",issue_specific_exchange_and_fallback,"Dependency is not converted into a governance score, failure probability, or universal control claim.",GSA-B2050-02,s17_glifwc,GFS-005,fictional,scenario,Future dependency state preserves the accepted Phase 10B interface and adds only a qualitative scenario consequence.
GAD-B2050-019,B2050,Federated / Networked Governance,2050,GDEP-019,Ecology / Biodiversity,Water,advisory_relationship,CURRENT FACT (2026 baseline): Ecology / Biodiversity ↔ Water is recorded as advisory_relationship through consultation relationship; this is a documented relationship.,"SCENARIO ASSUMPTION: Water, nutrients, ecology, energy, freight, health, and hazards coordinate through overlapping networks whose coverage differs by domain. This is the B scenario's intermediate 2050 trajectory, not a legal forecast.","SCENARIO CONSEQUENCE: intermediate institutional trajectory: Ecology / Biodiversity to Water dependency is handled through domain-specific networks, agreements, standards, or operator structures; redundancy and local autonomy coexist with negotiation friction.",issue_specific_exchange_and_fallback,"Dependency is not converted into a governance score, failure probability, or universal control claim.",GSA-B2050-03,s18_epa_tribal,GFS-017,fictional,scenario,Future dependency state preserves the accepted Phase 10B interface and adds only a qualitative scenario consequence.
GAD-B2050-020,B2050,Federated / Networked Governance,2050,GDEP-020,Biogeochemical / Nutrient Flux,Water,voluntary_coordination,CURRENT FACT (2026 baseline): Biogeochemical / Nutrient Flux ↔ Water is recorded as voluntary_coordination through funding program; this is a documented relationship.,"SCENARIO ASSUMPTION: Selective cross-border and nation-specific participation expands through agreements and consultation, while sovereign authority remains distinct. This is the B scenario's intermediate 2050 trajectory, not a legal forecast.","SCENARIO CONSEQUENCE: intermediate institutional trajectory: Biogeochemical / Nutrient Flux to Water dependency is handled through domain-specific networks, agreements, standards, or operator structures; redundancy and local autonomy coexist with negotiation friction.",issue_specific_exchange_and_fallback,"Dependency is not converted into a governance score, failure probability, or universal control claim.",GSA-B2050-04,s11_nrcs_ohio,GFS-015,fictional,scenario,Future dependency state preserves the accepted Phase 10B interface and adds only a qualitative scenario consequence.
GAD-B2050-021,B2050,Federated / Networked Governance,2050,GDEP-021,Freight / Industry,Freight / Industry,funding_dependency,CURRENT FACT (2026 baseline): Freight / Industry ↔ Freight / Industry is recorded as funding_dependency through funding program; this is a documented relationship.,"SCENARIO ASSUMPTION: Voluntary programs, mandatory requirements, market structures, and operator practices coexist with domain-specific handoffs. This is the B scenario's intermediate 2050 trajectory, not a legal forecast.","SCENARIO CONSEQUENCE: intermediate institutional trajectory: Freight / Industry to Freight / Industry dependency is handled through domain-specific networks, agreements, standards, or operator structures; redundancy and local autonomy coexist with negotiation friction.",issue_specific_exchange_and_fallback,"Dependency is not converted into a governance score, failure probability, or universal control claim.",GSA-B2050-05,s29_fhwa,GFS-007,fictional,scenario,Future dependency state preserves the accepted Phase 10B interface and adds only a qualitative scenario consequence.
GAD-B2050-022,B2050,Federated / Networked Governance,2050,GDEP-022,Freight / Industry,Freight / Industry,public_private_dependency,CURRENT FACT (2026 baseline): Freight / Industry ↔ Freight / Industry is recorded as public_private_dependency through statute/regulation; this is a documented relationship.,"SCENARIO ASSUMPTION: Public and private operators improve continuity information and fallback arrangements without collapsing regulation, operation, or ownership. This is the B scenario's intermediate 2050 trajectory, not a legal forecast.","SCENARIO CONSEQUENCE: intermediate institutional trajectory: Freight / Industry to Freight / Industry dependency is handled through domain-specific networks, agreements, standards, or operator structures; redundancy and local autonomy coexist with negotiation friction.",issue_specific_exchange_and_fallback,"Regulation, public finance, private operation, and asset ownership remain separate roles.",GSA-B2050-06,s30_fra,GFS-007,fictional,scenario,Future dependency state preserves the accepted Phase 10B interface and adds only a qualitative scenario consequence.
GAD-B2050-023,B2050,Federated / Networked Governance,2050,GDEP-023,Freight / Industry,Freight / Industry,public_private_dependency,CURRENT FACT (2026 baseline): Freight / Industry ↔ Freight / Industry is recorded as public_private_dependency through memorandum/agreement; this is a inferred relationship.,"SCENARIO ASSUMPTION: Institutional redundancy provides alternative paths but also creates duplication, negotiation costs, structural friction, and incompatible interpretations. This is the B scenario's intermediate 2050 trajectory, not a legal forecast.","SCENARIO CONSEQUENCE: intermediate institutional trajectory: Freight / Industry to Freight / Industry dependency is handled through domain-specific networks, agreements, standards, or operator structures; redundancy and local autonomy coexist with negotiation friction.",issue_specific_exchange_and_fallback,"Regulation, public finance, private operation, and asset ownership remain separate roles.",GSA-B2050-07,s32_port,GFS-018,fictional,scenario,Future dependency state preserves the accepted Phase 10B interface and adds only a qualitative scenario consequence.
GAD-B2050-024,B2050,Federated / Networked Governance,2050,GDEP-024,Freight / Industry,Freight / Industry,funding_dependency,CURRENT FACT (2026 baseline): Freight / Industry ↔ Freight / Industry is recorded as funding_dependency through funding program; this is a inferred relationship.,"SCENARIO ASSUMPTION: Adaptive review is durable in some domains and episodic in others because capacity, funding, and local priorities remain uneven. This is the B scenario's intermediate 2050 trajectory, not a legal forecast.","SCENARIO CONSEQUENCE: intermediate institutional trajectory: Freight / Industry to Freight / Industry dependency is handled through domain-specific networks, agreements, standards, or operator structures; redundancy and local autonomy coexist with negotiation friction.",issue_specific_exchange_and_fallback,"Dependency is not converted into a governance score, failure probability, or universal control claim.",GSA-B2050-08,s31_marad,GFS-009,fictional,scenario,Future dependency state preserves the accepted Phase 10B interface and adds only a qualitative scenario consequence.
GAD-B2050-025,B2050,Federated / Networked Governance,2050,GDEP-025,Environmental Health / Exposure,Water,monitoring-without-control,CURRENT FACT (2026 baseline): Environmental Health / Exposure ↔ Water is recorded as monitoring-without-control through scientific/data-sharing network; this is a inferred relationship.,"SCENARIO ASSUMPTION: Issue-specific agreements, common standards, and shared-data practices expand without a single regional data owner or government. This is the B scenario's intermediate 2050 trajectory, not a legal forecast.","SCENARIO CONSEQUENCE: intermediate institutional trajectory: Environmental Health / Exposure to Water dependency is handled through domain-specific networks, agreements, standards, or operator structures; redundancy and local autonomy coexist with negotiation friction.",issue_specific_exchange_and_fallback,"Monitoring can inform decisions without becoming regulation, enforcement, or operation.",GSA-B2050-01,s40_lucas_health,GFS-018,fictional,scenario,Future dependency state preserves the accepted Phase 10B interface and adds only a qualitative scenario consequence.
GAD-B2075-001,B2075,Federated / Networked Governance,2075,GDEP-001,Biogeochemical / Nutrient Flux,Water,split_responsibility,CURRENT FACT (2026 baseline): Biogeochemical / Nutrient Flux ↔ Water is recorded as split_responsibility through planning process; this is a inferred relationship.,"SCENARIO ASSUMPTION: Issue-specific agreements, common standards, and shared-data practices expand without a single regional data owner or government. By 2075, this condition is treated as a mature scenario state, not a legal forecast.","SCENARIO CONSEQUENCE: matured or diverged institutional state: Biogeochemical / Nutrient Flux to Water dependency is handled through domain-specific networks, agreements, standards, or operator structures; redundancy and local autonomy coexist with negotiation friction.",issue_specific_exchange_and_fallback,"Dependency is not converted into a governance score, failure probability, or universal control claim.",GSA-B2075-01,s10_h2ohio,GFS-018,fictional,scenario,Future dependency state preserves the accepted Phase 10B interface and adds only a qualitative scenario consequence.
GAD-B2075-002,B2075,Federated / Networked Governance,2075,GDEP-002,Water,Water,mandatory_coordination,CURRENT FACT (2026 baseline): Water ↔ Water is recorded as mandatory_coordination through statute/regulation; this is a documented relationship.,"SCENARIO ASSUMPTION: Observation, reporting, and analysis remain distributed among agencies, municipalities, tribes, and operators, with uneven interoperability. By 2075, this condition is treated as a mature scenario state, not a legal forecast.","SCENARIO CONSEQUENCE: matured or diverged institutional state: Water to Water dependency is handled through domain-specific networks, agreements, standards, or operator structures; redundancy and local autonomy coexist with negotiation friction.",issue_specific_exchange_and_fallback,"Dependency is not converted into a governance score, failure probability, or universal control claim.",GSA-B2075-02,s02_ohio_pws,GFS-005,fictional,scenario,Future dependency state preserves the accepted Phase 10B interface and adds only a qualitative scenario consequence.
GAD-B2075-003,B2075,Federated / Networked Governance,2075,GDEP-003,Water,Water,information_dependency,CURRENT FACT (2026 baseline): Water ↔ Water is recorded as information_dependency through scientific/data-sharing network; this is a documented relationship.,"SCENARIO ASSUMPTION: Water, nutrients, ecology, energy, freight, health, and hazards coordinate through overlapping networks whose coverage differs by domain. By 2075, this condition is treated as a mature scenario state, not a legal forecast.","SCENARIO CONSEQUENCE: matured or diverged institutional state: Water to Water dependency is handled through domain-specific networks, agreements, standards, or operator structures; redundancy and local autonomy coexist with negotiation friction.",issue_specific_exchange_and_fallback,"Dependency is not converted into a governance score, failure probability, or universal control claim.",GSA-B2075-03,s06_usgs_data,GFS-017,fictional,scenario,Future dependency state preserves the accepted Phase 10B interface and adds only a qualitative scenario consequence.
GAD-B2075-004,B2075,Federated / Networked Governance,2075,GDEP-004,Water,Water,mandatory_coordination,CURRENT FACT (2026 baseline): Water ↔ Water is recorded as mandatory_coordination through statute/regulation; this is a documented relationship.,"SCENARIO ASSUMPTION: Selective cross-border and nation-specific participation expands through agreements and consultation, while sovereign authority remains distinct. By 2075, this condition is treated as a mature scenario state, not a legal forecast.","SCENARIO CONSEQUENCE: matured or diverged institutional state: Water to Water dependency is handled through domain-specific networks, agreements, standards, or operator structures; redundancy and local autonomy coexist with negotiation friction.",issue_specific_exchange_and_fallback,"Dependency is not converted into a governance score, failure probability, or universal control claim.",GSA-B2075-04,s04_toledo_quality,GFS-015,fictional,scenario,Future dependency state preserves the accepted Phase 10B interface and adds only a qualitative scenario consequence.
GAD-B2075-005,B2075,Federated / Networked Governance,2075,GDEP-005,Water,Water,monitoring-without-control,CURRENT FACT (2026 baseline): Water ↔ Water is recorded as monitoring-without-control through scientific/data-sharing network; this is a inferred relationship.,"SCENARIO ASSUMPTION: Voluntary programs, mandatory requirements, market structures, and operator practices coexist with domain-specific handoffs. By 2075, this condition is treated as a mature scenario state, not a legal forecast.","SCENARIO CONSEQUENCE: matured or diverged institutional state: Water to Water dependency is handled through domain-specific networks, agreements, standards, or operator structures; redundancy and local autonomy coexist with negotiation friction.",issue_specific_exchange_and_fallback,"Monitoring can inform decisions without becoming regulation, enforcement, or operation.",GSA-B2075-05,s07_glerl,GFS-007,fictional,scenario,Future dependency state preserves the accepted Phase 10B interface and adds only a qualitative scenario consequence.
GAD-B2075-006,B2075,Federated / Networked Governance,2075,GDEP-006,Climate / Natural Hazards,Energy / Grid / Compute,information_dependency,CURRENT FACT (2026 baseline): Climate / Natural Hazards ↔ Energy / Grid / Compute is recorded as information_dependency through emergency protocol; this is a inferred relationship.,"SCENARIO ASSUMPTION: Public and private operators improve continuity information and fallback arrangements without collapsing regulation, operation, or ownership. By 2075, this condition is treated as a mature scenario state, not a legal forecast.","SCENARIO CONSEQUENCE: matured or diverged institutional state: Climate / Natural Hazards to Energy / Grid / Compute dependency is handled through domain-specific networks, agreements, standards, or operator structures; redundancy and local autonomy coexist with negotiation friction.",issue_specific_exchange_and_fallback,"Dependency is not converted into a governance score, failure probability, or universal control claim.",GSA-B2075-06,s36_nws,GFS-007,fictional,scenario,Future dependency state preserves the accepted Phase 10B interface and adds only a qualitative scenario consequence.
GAD-B2075-007,B2075,Federated / Networked Governance,2075,GDEP-007,Energy / Grid / Compute,Energy / Grid / Compute,public_private_dependency,CURRENT FACT (2026 baseline): Energy / Grid / Compute ↔ Energy / Grid / Compute is recorded as public_private_dependency through market/operator rule; this is a documented relationship.,"SCENARIO ASSUMPTION: Institutional redundancy provides alternative paths but also creates duplication, negotiation costs, structural friction, and incompatible interpretations. By 2075, this condition is treated as a mature scenario state, not a legal forecast.","SCENARIO CONSEQUENCE: matured or diverged institutional state: Energy / Grid / Compute to Energy / Grid / Compute dependency is handled through domain-specific networks, agreements, standards, or operator structures; redundancy and local autonomy coexist with negotiation friction.",issue_specific_exchange_and_fallback,"Regulation, public finance, private operation, and asset ownership remain separate roles.",GSA-B2075-07,s24_pjm,GFS-018,fictional,scenario,Future dependency state preserves the accepted Phase 10B interface and adds only a qualitative scenario consequence.
GAD-B2075-008,B2075,Federated / Networked Governance,2075,GDEP-008,Energy / Grid / Compute,Energy / Grid / Compute,sequential_authority,CURRENT FACT (2026 baseline): Energy / Grid / Compute ↔ Energy / Grid / Compute is recorded as sequential_authority through market/operator rule; this is a documented relationship.,"SCENARIO ASSUMPTION: Adaptive review is durable in some domains and episodic in others because capacity, funding, and local priorities remain uneven. By 2075, this condition is treated as a mature scenario state, not a legal forecast.","SCENARIO CONSEQUENCE: matured or diverged institutional state: Energy / Grid / Compute to Energy / Grid / Compute dependency is handled through domain-specific networks, agreements, standards, or operator structures; redundancy and local autonomy coexist with negotiation friction.",issue_specific_exchange_and_fallback,"Dependency is not converted into a governance score, failure probability, or universal control claim.",GSA-B2075-08,s21_ferc,GFS-009,fictional,scenario,Future dependency state preserves the accepted Phase 10B interface and adds only a qualitative scenario consequence.
GAD-B2075-009,B2075,Federated / Networked Governance,2075,GDEP-009,Energy / Grid / Compute,Energy / Grid / Compute,control-without-direct-observation,CURRENT FACT (2026 baseline): Energy / Grid / Compute ↔ Energy / Grid / Compute is recorded as control-without-direct-observation through market/operator rule; this is a documented relationship.,"SCENARIO ASSUMPTION: Issue-specific agreements, common standards, and shared-data practices expand without a single regional data owner or government. By 2075, this condition is treated as a mature scenario state, not a legal forecast.","SCENARIO CONSEQUENCE: matured or diverged institutional state: Energy / Grid / Compute to Energy / Grid / Compute dependency is handled through domain-specific networks, agreements, standards, or operator structures; redundancy and local autonomy coexist with negotiation friction.",issue_specific_exchange_and_fallback,"Dependency is not converted into a governance score, failure probability, or universal control claim.",GSA-B2075-01,s23_nerc,GFS-018,fictional,scenario,Future dependency state preserves the accepted Phase 10B interface and adds only a qualitative scenario consequence.
GAD-B2075-010,B2075,Federated / Networked Governance,2075,GDEP-010,Energy / Grid / Compute,Energy / Grid / Compute,sequential_authority,CURRENT FACT (2026 baseline): Energy / Grid / Compute ↔ Energy / Grid / Compute is recorded as sequential_authority through statute/regulation; this is a documented relationship.,"SCENARIO ASSUMPTION: Observation, reporting, and analysis remain distributed among agencies, municipalities, tribes, and operators, with uneven interoperability. By 2075, this condition is treated as a mature scenario state, not a legal forecast.","SCENARIO CONSEQUENCE: matured or diverged institutional state: Energy / Grid / Compute to Energy / Grid / Compute dependency is handled through domain-specific networks, agreements, standards, or operator structures; redundancy and local autonomy coexist with negotiation friction.",issue_specific_exchange_and_fallback,"Dependency is not converted into a governance score, failure probability, or universal control claim.",GSA-B2075-02,s25_puco,GFS-005,fictional,scenario,Future dependency state preserves the accepted Phase 10B interface and adds only a qualitative scenario consequence.
GAD-B2075-011,B2075,Federated / Networked Governance,2075,GDEP-011,Climate / Natural Hazards,Climate / Natural Hazards,emergency_coordination,CURRENT FACT (2026 baseline): Climate / Natural Hazards ↔ Climate / Natural Hazards is recorded as emergency_coordination through emergency protocol; this is a inferred relationship.,"SCENARIO ASSUMPTION: Water, nutrients, ecology, energy, freight, health, and hazards coordinate through overlapping networks whose coverage differs by domain. By 2075, this condition is treated as a mature scenario state, not a legal forecast.","SCENARIO CONSEQUENCE: matured or diverged institutional state: Climate / Natural Hazards to Climate / Natural Hazards dependency is handled through domain-specific networks, agreements, standards, or operator structures; redundancy and local autonomy coexist with negotiation friction.",issue_specific_exchange_and_fallback,"Dependency is not converted into a governance score, failure probability, or universal control claim.",GSA-B2075-03,s36_nws,GFS-017,fictional,scenario,Future dependency state preserves the accepted Phase 10B interface and adds only a qualitative scenario consequence.
GAD-B2075-012,B2075,Federated / Networked Governance,2075,GDEP-012,Climate / Natural Hazards,Climate / Natural Hazards,funding_dependency,CURRENT FACT (2026 baseline): Climate / Natural Hazards ↔ Climate / Natural Hazards is recorded as funding_dependency through funding program; this is a documented relationship.,"SCENARIO ASSUMPTION: Selective cross-border and nation-specific participation expands through agreements and consultation, while sovereign authority remains distinct. By 2075, this condition is treated as a mature scenario state, not a legal forecast.","SCENARIO CONSEQUENCE: matured or diverged institutional state: Climate / Natural Hazards to Climate / Natural Hazards dependency is handled through domain-specific networks, agreements, standards, or operator structures; redundancy and local autonomy coexist with negotiation friction.",issue_specific_exchange_and_fallback,"Dependency is not converted into a governance score, failure probability, or universal control claim.",GSA-B2075-04,s35_fema_mitigation,GFS-015,fictional,scenario,Future dependency state preserves the accepted Phase 10B interface and adds only a qualitative scenario consequence.
GAD-B2075-013,B2075,Federated / Networked Governance,2075,GDEP-013,Climate / Natural Hazards,Climate / Natural Hazards,information_dependency,CURRENT FACT (2026 baseline): Climate / Natural Hazards ↔ Climate / Natural Hazards is recorded as information_dependency through planning process; this is a documented relationship.,"SCENARIO ASSUMPTION: Voluntary programs, mandatory requirements, market structures, and operator practices coexist with domain-specific handoffs. By 2075, this condition is treated as a mature scenario state, not a legal forecast.","SCENARIO CONSEQUENCE: matured or diverged institutional state: Climate / Natural Hazards to Climate / Natural Hazards dependency is handled through domain-specific networks, agreements, standards, or operator structures; redundancy and local autonomy coexist with negotiation friction.",issue_specific_exchange_and_fallback,"Dependency is not converted into a governance score, failure probability, or universal control claim.",GSA-B2075-05,s34_fema_nfhl,GFS-007,fictional,scenario,Future dependency state preserves the accepted Phase 10B interface and adds only a qualitative scenario consequence.
GAD-B2075-014,B2075,Federated / Networked Governance,2075,GDEP-014,Ecology / Biodiversity,Ecology / Biodiversity,overlapping_authority,CURRENT FACT (2026 baseline): Ecology / Biodiversity ↔ Ecology / Biodiversity is recorded as overlapping_authority through permit; this is a inferred relationship.,"SCENARIO ASSUMPTION: Public and private operators improve continuity information and fallback arrangements without collapsing regulation, operation, or ownership. By 2075, this condition is treated as a mature scenario state, not a legal forecast.","SCENARIO CONSEQUENCE: matured or diverged institutional state: Ecology / Biodiversity to Ecology / Biodiversity dependency is handled through domain-specific networks, agreements, standards, or operator structures; redundancy and local autonomy coexist with negotiation friction.",issue_specific_exchange_and_fallback,"Dependency is not converted into a governance score, failure probability, or universal control claim.",GSA-B2075-06,s05_ohio_npdes,GFS-007,fictional,scenario,Future dependency state preserves the accepted Phase 10B interface and adds only a qualitative scenario consequence.
GAD-B2075-015,B2075,Federated / Networked Governance,2075,GDEP-015,Ecology / Biodiversity,Ecology / Biodiversity,monitoring-without-control,CURRENT FACT (2026 baseline): Ecology / Biodiversity ↔ Ecology / Biodiversity is recorded as monitoring-without-control through scientific/data-sharing network; this is a inferred relationship.,"SCENARIO ASSUMPTION: Institutional redundancy provides alternative paths but also creates duplication, negotiation costs, structural friction, and incompatible interpretations. By 2075, this condition is treated as a mature scenario state, not a legal forecast.","SCENARIO CONSEQUENCE: matured or diverged institutional state: Ecology / Biodiversity to Ecology / Biodiversity dependency is handled through domain-specific networks, agreements, standards, or operator structures; redundancy and local autonomy coexist with negotiation friction.",issue_specific_exchange_and_fallback,"Monitoring can inform decisions without becoming regulation, enforcement, or operation.",GSA-B2075-07,s08_usfws_nwi,GFS-018,fictional,scenario,Future dependency state preserves the accepted Phase 10B interface and adds only a qualitative scenario consequence.
GAD-B2075-016,B2075,Federated / Networked Governance,2075,GDEP-016,Water,Water,interstate_dependency,CURRENT FACT (2026 baseline): Water ↔ Water is recorded as interstate_dependency through compact; this is a documented relationship.,"SCENARIO ASSUMPTION: Adaptive review is durable in some domains and episodic in others because capacity, funding, and local priorities remain uneven. By 2075, this condition is treated as a mature scenario state, not a legal forecast.","SCENARIO CONSEQUENCE: matured or diverged institutional state: Water to Water dependency is handled through domain-specific networks, agreements, standards, or operator structures; redundancy and local autonomy coexist with negotiation friction.",issue_specific_exchange_and_fallback,"Dependency is not converted into a governance score, failure probability, or universal control claim.",GSA-B2075-08,s14_gsgp,GFS-009,fictional,scenario,Future dependency state preserves the accepted Phase 10B interface and adds only a qualitative scenario consequence.
GAD-B2075-017,B2075,Federated / Networked Governance,2075,GDEP-017,Water,Water,binational_dependency,CURRENT FACT (2026 baseline): Water ↔ Water is recorded as binational_dependency through treaty/agreement; this is a inferred relationship.,"SCENARIO ASSUMPTION: Issue-specific agreements, common standards, and shared-data practices expand without a single regional data owner or government. By 2075, this condition is treated as a mature scenario state, not a legal forecast.","SCENARIO CONSEQUENCE: matured or diverged institutional state: Water to Water dependency is handled through domain-specific networks, agreements, standards, or operator structures; redundancy and local autonomy coexist with negotiation friction.",issue_specific_exchange_and_fallback,Cross-border coordination remains an interface among existing institutions; no treaty amendment or new binational legal authority is assumed.,GSA-B2075-01,s15_glwqa,GFS-018,fictional,scenario,Future dependency state preserves the accepted Phase 10B interface and adds only a qualitative scenario consequence.
GAD-B2075-018,B2075,Federated / Networked Governance,2075,GDEP-018,Ecology / Biodiversity,Water,advisory_relationship,CURRENT FACT (2026 baseline): Ecology / Biodiversity ↔ Water is recorded as advisory_relationship through consultation relationship; this is a inferred relationship.,"SCENARIO ASSUMPTION: Observation, reporting, and analysis remain distributed among agencies, municipalities, tribes, and operators, with uneven interoperability. By 2075, this condition is treated as a mature scenario state, not a legal forecast.","SCENARIO CONSEQUENCE: matured or diverged institutional state: Ecology / Biodiversity to Water dependency is handled through domain-specific networks, agreements, standards, or operator structures; redundancy and local autonomy coexist with negotiation friction.",issue_specific_exchange_and_fallback,"Dependency is not converted into a governance score, failure probability, or universal control claim.",GSA-B2075-02,s17_glifwc,GFS-005,fictional,scenario,Future dependency state preserves the accepted Phase 10B interface and adds only a qualitative scenario consequence.
GAD-B2075-019,B2075,Federated / Networked Governance,2075,GDEP-019,Ecology / Biodiversity,Water,advisory_relationship,CURRENT FACT (2026 baseline): Ecology / Biodiversity ↔ Water is recorded as advisory_relationship through consultation relationship; this is a documented relationship.,"SCENARIO ASSUMPTION: Water, nutrients, ecology, energy, freight, health, and hazards coordinate through overlapping networks whose coverage differs by domain. By 2075, this condition is treated as a mature scenario state, not a legal forecast.","SCENARIO CONSEQUENCE: matured or diverged institutional state: Ecology / Biodiversity to Water dependency is handled through domain-specific networks, agreements, standards, or operator structures; redundancy and local autonomy coexist with negotiation friction.",issue_specific_exchange_and_fallback,"Dependency is not converted into a governance score, failure probability, or universal control claim.",GSA-B2075-03,s18_epa_tribal,GFS-017,fictional,scenario,Future dependency state preserves the accepted Phase 10B interface and adds only a qualitative scenario consequence.
GAD-B2075-020,B2075,Federated / Networked Governance,2075,GDEP-020,Biogeochemical / Nutrient Flux,Water,voluntary_coordination,CURRENT FACT (2026 baseline): Biogeochemical / Nutrient Flux ↔ Water is recorded as voluntary_coordination through funding program; this is a documented relationship.,"SCENARIO ASSUMPTION: Selective cross-border and nation-specific participation expands through agreements and consultation, while sovereign authority remains distinct. By 2075, this condition is treated as a mature scenario state, not a legal forecast.","SCENARIO CONSEQUENCE: matured or diverged institutional state: Biogeochemical / Nutrient Flux to Water dependency is handled through domain-specific networks, agreements, standards, or operator structures; redundancy and local autonomy coexist with negotiation friction.",issue_specific_exchange_and_fallback,"Dependency is not converted into a governance score, failure probability, or universal control claim.",GSA-B2075-04,s11_nrcs_ohio,GFS-015,fictional,scenario,Future dependency state preserves the accepted Phase 10B interface and adds only a qualitative scenario consequence.
GAD-B2075-021,B2075,Federated / Networked Governance,2075,GDEP-021,Freight / Industry,Freight / Industry,funding_dependency,CURRENT FACT (2026 baseline): Freight / Industry ↔ Freight / Industry is recorded as funding_dependency through funding program; this is a documented relationship.,"SCENARIO ASSUMPTION: Voluntary programs, mandatory requirements, market structures, and operator practices coexist with domain-specific handoffs. By 2075, this condition is treated as a mature scenario state, not a legal forecast.","SCENARIO CONSEQUENCE: matured or diverged institutional state: Freight / Industry to Freight / Industry dependency is handled through domain-specific networks, agreements, standards, or operator structures; redundancy and local autonomy coexist with negotiation friction.",issue_specific_exchange_and_fallback,"Dependency is not converted into a governance score, failure probability, or universal control claim.",GSA-B2075-05,s29_fhwa,GFS-007,fictional,scenario,Future dependency state preserves the accepted Phase 10B interface and adds only a qualitative scenario consequence.
GAD-B2075-022,B2075,Federated / Networked Governance,2075,GDEP-022,Freight / Industry,Freight / Industry,public_private_dependency,CURRENT FACT (2026 baseline): Freight / Industry ↔ Freight / Industry is recorded as public_private_dependency through statute/regulation; this is a documented relationship.,"SCENARIO ASSUMPTION: Public and private operators improve continuity information and fallback arrangements without collapsing regulation, operation, or ownership. By 2075, this condition is treated as a mature scenario state, not a legal forecast.","SCENARIO CONSEQUENCE: matured or diverged institutional state: Freight / Industry to Freight / Industry dependency is handled through domain-specific networks, agreements, standards, or operator structures; redundancy and local autonomy coexist with negotiation friction.",issue_specific_exchange_and_fallback,"Regulation, public finance, private operation, and asset ownership remain separate roles.",GSA-B2075-06,s30_fra,GFS-007,fictional,scenario,Future dependency state preserves the accepted Phase 10B interface and adds only a qualitative scenario consequence.
GAD-B2075-023,B2075,Federated / Networked Governance,2075,GDEP-023,Freight / Industry,Freight / Industry,public_private_dependency,CURRENT FACT (2026 baseline): Freight / Industry ↔ Freight / Industry is recorded as public_private_dependency through memorandum/agreement; this is a inferred relationship.,"SCENARIO ASSUMPTION: Institutional redundancy provides alternative paths but also creates duplication, negotiation costs, structural friction, and incompatible interpretations. By 2075, this condition is treated as a mature scenario state, not a legal forecast.","SCENARIO CONSEQUENCE: matured or diverged institutional state: Freight / Industry to Freight / Industry dependency is handled through domain-specific networks, agreements, standards, or operator structures; redundancy and local autonomy coexist with negotiation friction.",issue_specific_exchange_and_fallback,"Regulation, public finance, private operation, and asset ownership remain separate roles.",GSA-B2075-07,s32_port,GFS-018,fictional,scenario,Future dependency state preserves the accepted Phase 10B interface and adds only a qualitative scenario consequence.
