state_id,scenario_id,scenario,horizon,authority_id,actor_id,domain_system,authority_or_role,current_fact,scenario_assumption,scenario_consequence,future_authority_pattern,legal_status,human_decision_boundary,assumption_id,current_fact_source_id,source_id,reality_status,canon_status,notes
GAU-B2075-015,B2075,Federated / Networked Governance,2075,AUTH-095,GA-038,Climate / Natural Hazards,coordinate,CURRENT FACT (2026 baseline): GA-038 has the recorded coordinate role in Climate / Natural Hazards; binding status is mixed.,"SCENARIO ASSUMPTION: Institutional redundancy provides alternative paths but also creates duplication, negotiation costs, structural friction, and incompatible interpretations. By 2075, this condition is treated as a mature scenario state, not a legal forecast.","SCENARIO CONSEQUENCE: matured or diverged institutional state: coordinate in Climate / Natural Hazards is handled through domain-specific networks, agreements, standards, or operator structures; redundancy and local autonomy coexist with negotiation friction.",agreement-mediated and domain-specific coordination around distributed authority,CURRENT AUTHORITY RETAINED; SCENARIO COORDINATION CHANGE,"Any model, sensor, AI recommendation, automated screening, or algorithmic prioritization remains advisory or administrative support; the named legal/public/operational actor retains final human decision authority.",GSA-B2075-07,s35_fema_mitigation,GFS-018,fictional,scenario,"Scenario coordination does not amend statute, treaty, compact, permit, sovereignty, ownership, or operating authority."
GAU-C2050-001,C2050,Fragmented / Contested Governance,2050,AUTH-001,GA-001,Water,regulate,CURRENT FACT (2026 baseline): GA-001 has the recorded regulate role in Water; binding status is binding.,"SCENARIO ASSUMPTION: Environmental, infrastructure, and climate pressures make jurisdictional seams more consequential while governments and capable institutions continue to operate. This is the C scenario's intermediate 2050 trajectory, not a legal forecast.",SCENARIO CONSEQUENCE: intermediate institutional trajectory: regulate in Water experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,distributed authority with slower or less aligned handoffs,CURRENT AUTHORITY RETAINED; SCENARIO COORDINATION CHANGE,"Any model, sensor, AI recommendation, automated screening, or algorithmic prioritization remains advisory or administrative support; the named legal/public/operational actor retains final human decision authority.",GSA-C2050-01,s01_epa_sdwa,GFS-017,fictional,scenario,"Scenario coordination does not amend statute, treaty, compact, permit, sovereignty, ownership, or operating authority."
GAU-C2050-002,C2050,Fragmented / Contested Governance,2050,AUTH-005,GA-002,Water,regulate,CURRENT FACT (2026 baseline): GA-002 has the recorded regulate role in Water; binding status is binding.,"SCENARIO ASSUMPTION: Data standards, access rules, and model lineages diverge across selected jurisdictions and operators. This is the C scenario's intermediate 2050 trajectory, not a legal forecast.",SCENARIO CONSEQUENCE: intermediate institutional trajectory: regulate in Water experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,distributed authority with slower or less aligned handoffs,CURRENT AUTHORITY RETAINED; SCENARIO COORDINATION CHANGE,"Any model, sensor, AI recommendation, automated screening, or algorithmic prioritization remains advisory or administrative support; the named legal/public/operational actor retains final human decision authority.",GSA-C2050-02,s02_ohio_pws,GFS-005,fictional,scenario,"Scenario coordination does not amend statute, treaty, compact, permit, sovereignty, ownership, or operating authority."
GAU-C2050-003,C2050,Fragmented / Contested Governance,2050,AUTH-008,GA-002,Water,monitor,CURRENT FACT (2026 baseline): GA-002 has the recorded monitor role in Water; binding status is not_applicable.,"SCENARIO ASSUMPTION: Funding and maintenance for cross-system adaptation become uneven, with durable projects in some places and deferred interfaces in others. This is the C scenario's intermediate 2050 trajectory, not a legal forecast.",SCENARIO CONSEQUENCE: intermediate institutional trajectory: monitor in Water experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,distributed authority with slower or less aligned handoffs,CURRENT AUTHORITY RETAINED; SCENARIO COORDINATION CHANGE,"Any model, sensor, AI recommendation, automated screening, or algorithmic prioritization remains advisory or administrative support; the named legal/public/operational actor retains final human decision authority.",GSA-C2050-03,s02_ohio_pws,GFS-008,fictional,scenario,"Scenario coordination does not amend statute, treaty, compact, permit, sovereignty, ownership, or operating authority."
GAU-C2050-004,C2050,Fragmented / Contested Governance,2050,AUTH-014,GA-004,Water,operate,CURRENT FACT (2026 baseline): GA-004 has the recorded operate role in Water; binding status is not_applicable.,"SCENARIO ASSUMPTION: Public/private coordination becomes harder where reporting, liability, continuity, or maintenance expectations do not align. This is the C scenario's intermediate 2050 trajectory, not a legal forecast.",SCENARIO CONSEQUENCE: intermediate institutional trajectory: operate in Water experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,distributed authority with slower or less aligned handoffs,CURRENT AUTHORITY RETAINED; SCENARIO COORDINATION CHANGE,"Any model, sensor, AI recommendation, automated screening, or algorithmic prioritization remains advisory or administrative support; the named legal/public/operational actor retains final human decision authority.",GSA-C2050-04,s03_toledo_treatment,GFS-007,fictional,scenario,"Scenario coordination does not amend statute, treaty, compact, permit, sovereignty, ownership, or operating authority."
GAU-C2050-005,C2050,Fragmented / Contested Governance,2050,AUTH-017,GA-005,Water,monitor,CURRENT FACT (2026 baseline): GA-005 has the recorded monitor role in Water; binding status is not_applicable.,"SCENARIO ASSUMPTION: Cross-border decisions and some consultation pathways slow or become selective; no treaty amendment, sovereignty change, or new jurisdiction is assumed. This is the C scenario's intermediate 2050 trajectory, not a legal forecast.",SCENARIO CONSEQUENCE: intermediate institutional trajectory: monitor in Water experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,distributed authority with slower or less aligned handoffs,CURRENT AUTHORITY RETAINED; SCENARIO COORDINATION CHANGE,"Any model, sensor, AI recommendation, automated screening, or algorithmic prioritization remains advisory or administrative support; the named legal/public/operational actor retains final human decision authority.",GSA-C2050-05,s06_usgs_data,GFS-013,fictional,scenario,"Scenario coordination does not amend statute, treaty, compact, permit, sovereignty, ownership, or operating authority."
GAU-C2050-006,C2050,Fragmented / Contested Governance,2050,AUTH-020,GA-006,Climate / Natural Hazards,warn,CURRENT FACT (2026 baseline): GA-006 has the recorded warn role in Climate / Natural Hazards; binding status is not_applicable.,"SCENARIO ASSUMPTION: Monitoring remains strong in selected institutions but is less consistently connected to shared decisions, funding, or enforcement. This is the C scenario's intermediate 2050 trajectory, not a legal forecast.",SCENARIO CONSEQUENCE: intermediate institutional trajectory: warn in Climate / Natural Hazards experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,distributed authority with slower or less aligned handoffs,CURRENT AUTHORITY RETAINED; SCENARIO COORDINATION CHANGE,"Any model, sensor, AI recommendation, automated screening, or algorithmic prioritization remains advisory or administrative support; the named legal/public/operational actor retains final human decision authority.",GSA-C2050-06,s36_nws,GFS-006,fictional,scenario,"Scenario coordination does not amend statute, treaty, compact, permit, sovereignty, ownership, or operating authority."
GAU-C2050-007,C2050,Fragmented / Contested Governance,2050,AUTH-022,GA-006,Data / Sensors / Security,provide_data,CURRENT FACT (2026 baseline): GA-006 has the recorded provide_data role in Data / Sensors / Security; binding status is not_applicable.,"SCENARIO ASSUMPTION: Compound environmental and infrastructure stresses increase decision latency and responsibility misalignment at institutional seams. This is the C scenario's intermediate 2050 trajectory, not a legal forecast.",SCENARIO CONSEQUENCE: intermediate institutional trajectory: provide_data in Data / Sensors / Security experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,distributed authority with slower or less aligned handoffs,CURRENT AUTHORITY RETAINED; SCENARIO COORDINATION CHANGE,"Any model, sensor, AI recommendation, automated screening, or algorithmic prioritization remains advisory or administrative support; the named legal/public/operational actor retains final human decision authority.",GSA-C2050-07,s36_nws,GFS-009,fictional,scenario,"Scenario coordination does not amend statute, treaty, compact, permit, sovereignty, ownership, or operating authority."
GAU-C2050-008,C2050,Fragmented / Contested Governance,2050,AUTH-031,GA-010,Climate / Natural Hazards,fund,CURRENT FACT (2026 baseline): GA-010 has the recorded fund role in Climate / Natural Hazards; binding status is mixed.,"SCENARIO ASSUMPTION: Highly capable individual institutions and local programs persist even as basin-wide coordination becomes less coherent; collapse is not assumed. This is the C scenario's intermediate 2050 trajectory, not a legal forecast.",SCENARIO CONSEQUENCE: intermediate institutional trajectory: fund in Climate / Natural Hazards experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,distributed authority with slower or less aligned handoffs,CURRENT AUTHORITY RETAINED; SCENARIO COORDINATION CHANGE,"Any model, sensor, AI recommendation, automated screening, or algorithmic prioritization remains advisory or administrative support; the named legal/public/operational actor retains final human decision authority.",GSA-C2050-08,s35_fema_mitigation,GFS-010,fictional,scenario,"Scenario coordination does not amend statute, treaty, compact, permit, sovereignty, ownership, or operating authority."
GAU-C2050-009,C2050,Fragmented / Contested Governance,2050,AUTH-037,GA-012,Biogeochemical / Nutrient Flux,coordinate,CURRENT FACT (2026 baseline): GA-012 has the recorded coordinate role in Biogeochemical / Nutrient Flux; binding status is mixed.,"SCENARIO ASSUMPTION: Environmental, infrastructure, and climate pressures make jurisdictional seams more consequential while governments and capable institutions continue to operate. This is the C scenario's intermediate 2050 trajectory, not a legal forecast.",SCENARIO CONSEQUENCE: intermediate institutional trajectory: coordinate in Biogeochemical / Nutrient Flux experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,distributed authority with slower or less aligned handoffs,CURRENT AUTHORITY RETAINED; SCENARIO COORDINATION CHANGE,"Any model, sensor, AI recommendation, automated screening, or algorithmic prioritization remains advisory or administrative support; the named legal/public/operational actor retains final human decision authority.",GSA-C2050-01,s44_ohio_oda,GFS-017,fictional,scenario,"Scenario coordination does not amend statute, treaty, compact, permit, sovereignty, ownership, or operating authority."
GAU-C2050-010,C2050,Fragmented / Contested Governance,2050,AUTH-049,GA-018,Water,coordinate,CURRENT FACT (2026 baseline): GA-018 has the recorded coordinate role in Water; binding status is mixed.,"SCENARIO ASSUMPTION: Data standards, access rules, and model lineages diverge across selected jurisdictions and operators. This is the C scenario's intermediate 2050 trajectory, not a legal forecast.",SCENARIO CONSEQUENCE: intermediate institutional trajectory: coordinate in Water experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,distributed authority with slower or less aligned handoffs,CURRENT AUTHORITY RETAINED; SCENARIO COORDINATION CHANGE,"Any model, sensor, AI recommendation, automated screening, or algorithmic prioritization remains advisory or administrative support; the named legal/public/operational actor retains final human decision authority.",GSA-C2050-02,s14_gsgp,GFS-005,fictional,scenario,"Scenario coordination does not amend statute, treaty, compact, permit, sovereignty, ownership, or operating authority."
GAU-C2050-011,C2050,Fragmented / Contested Governance,2050,AUTH-053,GA-020,Water,coordinate,CURRENT FACT (2026 baseline): GA-020 has the recorded coordinate role in Water; binding status is nonbinding.,"SCENARIO ASSUMPTION: Funding and maintenance for cross-system adaptation become uneven, with durable projects in some places and deferred interfaces in others. This is the C scenario's intermediate 2050 trajectory, not a legal forecast.",SCENARIO CONSEQUENCE: intermediate institutional trajectory: coordinate in Water experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,distributed authority with slower or less aligned handoffs,CURRENT AUTHORITY RETAINED; SCENARIO COORDINATION CHANGE,"Any model, sensor, AI recommendation, automated screening, or algorithmic prioritization remains advisory or administrative support; the named legal/public/operational actor retains final human decision authority.",GSA-C2050-03,s15_glwqa,GFS-008,fictional,scenario,"Scenario coordination does not amend statute, treaty, compact, permit, sovereignty, ownership, or operating authority."
GAU-C2050-012,C2050,Fragmented / Contested Governance,2050,AUTH-055,GA-021,Ecology / Biodiversity,advise,CURRENT FACT (2026 baseline): GA-021 has the recorded advise role in Ecology / Biodiversity; binding status is nonbinding.,"SCENARIO ASSUMPTION: Public/private coordination becomes harder where reporting, liability, continuity, or maintenance expectations do not align. This is the C scenario's intermediate 2050 trajectory, not a legal forecast.",SCENARIO CONSEQUENCE: intermediate institutional trajectory: advise in Ecology / Biodiversity experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,distributed authority with slower or less aligned handoffs,CURRENT AUTHORITY RETAINED; SCENARIO COORDINATION CHANGE,"Any model, sensor, AI recommendation, automated screening, or algorithmic prioritization remains advisory or administrative support; the named legal/public/operational actor retains final human decision authority.",GSA-C2050-04,s17_glifwc,GFS-007,fictional,scenario,"Scenario coordination does not amend statute, treaty, compact, permit, sovereignty, ownership, or operating authority."
GAU-C2050-013,C2050,Fragmented / Contested Governance,2050,AUTH-064,GA-025,Energy / Grid / Compute,coordinate,CURRENT FACT (2026 baseline): GA-025 has the recorded coordinate role in Energy / Grid / Compute; binding status is mixed.,"SCENARIO ASSUMPTION: Cross-border decisions and some consultation pathways slow or become selective; no treaty amendment, sovereignty change, or new jurisdiction is assumed. This is the C scenario's intermediate 2050 trajectory, not a legal forecast.",SCENARIO CONSEQUENCE: intermediate institutional trajectory: coordinate in Energy / Grid / Compute experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,distributed authority with slower or less aligned handoffs,CURRENT AUTHORITY RETAINED; SCENARIO COORDINATION CHANGE,"Any model, sensor, AI recommendation, automated screening, or algorithmic prioritization remains advisory or administrative support; the named legal/public/operational actor retains final human decision authority.",GSA-C2050-05,s23_nerc,GFS-013,fictional,scenario,"Scenario coordination does not amend statute, treaty, compact, permit, sovereignty, ownership, or operating authority."
GAU-C2050-014,C2050,Fragmented / Contested Governance,2050,AUTH-076,GA-030,Energy / Grid / Compute,operate,CURRENT FACT (2026 baseline): GA-030 has the recorded operate role in Energy / Grid / Compute; binding status is not_applicable.,"SCENARIO ASSUMPTION: Monitoring remains strong in selected institutions but is less consistently connected to shared decisions, funding, or enforcement. This is the C scenario's intermediate 2050 trajectory, not a legal forecast.",SCENARIO CONSEQUENCE: intermediate institutional trajectory: operate in Energy / Grid / Compute experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,distributed authority with slower or less aligned handoffs,CURRENT AUTHORITY RETAINED; SCENARIO COORDINATION CHANGE,"Any model, sensor, AI recommendation, automated screening, or algorithmic prioritization remains advisory or administrative support; the named legal/public/operational actor retains final human decision authority.",GSA-C2050-06,s28_firstenergy,GFS-006,fictional,scenario,"Scenario coordination does not amend statute, treaty, compact, permit, sovereignty, ownership, or operating authority."
GAU-C2050-015,C2050,Fragmented / Contested Governance,2050,AUTH-095,GA-038,Climate / Natural Hazards,coordinate,CURRENT FACT (2026 baseline): GA-038 has the recorded coordinate role in Climate / Natural Hazards; binding status is mixed.,"SCENARIO ASSUMPTION: Compound environmental and infrastructure stresses increase decision latency and responsibility misalignment at institutional seams. This is the C scenario's intermediate 2050 trajectory, not a legal forecast.",SCENARIO CONSEQUENCE: intermediate institutional trajectory: coordinate in Climate / Natural Hazards experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,distributed authority with slower or less aligned handoffs,CURRENT AUTHORITY RETAINED; SCENARIO COORDINATION CHANGE,"Any model, sensor, AI recommendation, automated screening, or algorithmic prioritization remains advisory or administrative support; the named legal/public/operational actor retains final human decision authority.",GSA-C2050-07,s35_fema_mitigation,GFS-009,fictional,scenario,"Scenario coordination does not amend statute, treaty, compact, permit, sovereignty, ownership, or operating authority."
GAU-C2075-001,C2075,Fragmented / Contested Governance,2075,AUTH-001,GA-001,Water,regulate,CURRENT FACT (2026 baseline): GA-001 has the recorded regulate role in Water; binding status is binding.,"SCENARIO ASSUMPTION: Environmental, infrastructure, and climate pressures make jurisdictional seams more consequential while governments and capable institutions continue to operate. By 2075, this condition is treated as a entrenched scenario state, not a legal forecast.",SCENARIO CONSEQUENCE: matured or diverged institutional state: regulate in Water experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,distributed authority with slower or less aligned handoffs,CURRENT AUTHORITY RETAINED; SCENARIO COORDINATION CHANGE,"Any model, sensor, AI recommendation, automated screening, or algorithmic prioritization remains advisory or administrative support; the named legal/public/operational actor retains final human decision authority.",GSA-C2075-01,s01_epa_sdwa,GFS-017,fictional,scenario,"Scenario coordination does not amend statute, treaty, compact, permit, sovereignty, ownership, or operating authority."
GAU-C2075-002,C2075,Fragmented / Contested Governance,2075,AUTH-005,GA-002,Water,regulate,CURRENT FACT (2026 baseline): GA-002 has the recorded regulate role in Water; binding status is binding.,"SCENARIO ASSUMPTION: Data standards, access rules, and model lineages diverge across selected jurisdictions and operators. By 2075, this condition is treated as a entrenched scenario state, not a legal forecast.",SCENARIO CONSEQUENCE: matured or diverged institutional state: regulate in Water experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,distributed authority with slower or less aligned handoffs,CURRENT AUTHORITY RETAINED; SCENARIO COORDINATION CHANGE,"Any model, sensor, AI recommendation, automated screening, or algorithmic prioritization remains advisory or administrative support; the named legal/public/operational actor retains final human decision authority.",GSA-C2075-02,s02_ohio_pws,GFS-005,fictional,scenario,"Scenario coordination does not amend statute, treaty, compact, permit, sovereignty, ownership, or operating authority."
GAU-C2075-003,C2075,Fragmented / Contested Governance,2075,AUTH-008,GA-002,Water,monitor,CURRENT FACT (2026 baseline): GA-002 has the recorded monitor role in Water; binding status is not_applicable.,"SCENARIO ASSUMPTION: Funding and maintenance for cross-system adaptation become uneven, with durable projects in some places and deferred interfaces in others. By 2075, this condition is treated as a entrenched scenario state, not a legal forecast.",SCENARIO CONSEQUENCE: matured or diverged institutional state: monitor in Water experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,distributed authority with slower or less aligned handoffs,CURRENT AUTHORITY RETAINED; SCENARIO COORDINATION CHANGE,"Any model, sensor, AI recommendation, automated screening, or algorithmic prioritization remains advisory or administrative support; the named legal/public/operational actor retains final human decision authority.",GSA-C2075-03,s02_ohio_pws,GFS-008,fictional,scenario,"Scenario coordination does not amend statute, treaty, compact, permit, sovereignty, ownership, or operating authority."
GAU-C2075-004,C2075,Fragmented / Contested Governance,2075,AUTH-014,GA-004,Water,operate,CURRENT FACT (2026 baseline): GA-004 has the recorded operate role in Water; binding status is not_applicable.,"SCENARIO ASSUMPTION: Public/private coordination becomes harder where reporting, liability, continuity, or maintenance expectations do not align. By 2075, this condition is treated as a entrenched scenario state, not a legal forecast.",SCENARIO CONSEQUENCE: matured or diverged institutional state: operate in Water experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,distributed authority with slower or less aligned handoffs,CURRENT AUTHORITY RETAINED; SCENARIO COORDINATION CHANGE,"Any model, sensor, AI recommendation, automated screening, or algorithmic prioritization remains advisory or administrative support; the named legal/public/operational actor retains final human decision authority.",GSA-C2075-04,s03_toledo_treatment,GFS-007,fictional,scenario,"Scenario coordination does not amend statute, treaty, compact, permit, sovereignty, ownership, or operating authority."
GAU-C2075-005,C2075,Fragmented / Contested Governance,2075,AUTH-017,GA-005,Water,monitor,CURRENT FACT (2026 baseline): GA-005 has the recorded monitor role in Water; binding status is not_applicable.,"SCENARIO ASSUMPTION: Cross-border decisions and some consultation pathways slow or become selective; no treaty amendment, sovereignty change, or new jurisdiction is assumed. By 2075, this condition is treated as a entrenched scenario state, not a legal forecast.",SCENARIO CONSEQUENCE: matured or diverged institutional state: monitor in Water experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,distributed authority with slower or less aligned handoffs,CURRENT AUTHORITY RETAINED; SCENARIO COORDINATION CHANGE,"Any model, sensor, AI recommendation, automated screening, or algorithmic prioritization remains advisory or administrative support; the named legal/public/operational actor retains final human decision authority.",GSA-C2075-05,s06_usgs_data,GFS-013,fictional,scenario,"Scenario coordination does not amend statute, treaty, compact, permit, sovereignty, ownership, or operating authority."
GAU-C2075-006,C2075,Fragmented / Contested Governance,2075,AUTH-020,GA-006,Climate / Natural Hazards,warn,CURRENT FACT (2026 baseline): GA-006 has the recorded warn role in Climate / Natural Hazards; binding status is not_applicable.,"SCENARIO ASSUMPTION: Monitoring remains strong in selected institutions but is less consistently connected to shared decisions, funding, or enforcement. By 2075, this condition is treated as a entrenched scenario state, not a legal forecast.",SCENARIO CONSEQUENCE: matured or diverged institutional state: warn in Climate / Natural Hazards experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,distributed authority with slower or less aligned handoffs,CURRENT AUTHORITY RETAINED; SCENARIO COORDINATION CHANGE,"Any model, sensor, AI recommendation, automated screening, or algorithmic prioritization remains advisory or administrative support; the named legal/public/operational actor retains final human decision authority.",GSA-C2075-06,s36_nws,GFS-006,fictional,scenario,"Scenario coordination does not amend statute, treaty, compact, permit, sovereignty, ownership, or operating authority."
GAU-C2075-007,C2075,Fragmented / Contested Governance,2075,AUTH-022,GA-006,Data / Sensors / Security,provide_data,CURRENT FACT (2026 baseline): GA-006 has the recorded provide_data role in Data / Sensors / Security; binding status is not_applicable.,"SCENARIO ASSUMPTION: Compound environmental and infrastructure stresses increase decision latency and responsibility misalignment at institutional seams. By 2075, this condition is treated as a entrenched scenario state, not a legal forecast.",SCENARIO CONSEQUENCE: matured or diverged institutional state: provide_data in Data / Sensors / Security experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,distributed authority with slower or less aligned handoffs,CURRENT AUTHORITY RETAINED; SCENARIO COORDINATION CHANGE,"Any model, sensor, AI recommendation, automated screening, or algorithmic prioritization remains advisory or administrative support; the named legal/public/operational actor retains final human decision authority.",GSA-C2075-07,s36_nws,GFS-009,fictional,scenario,"Scenario coordination does not amend statute, treaty, compact, permit, sovereignty, ownership, or operating authority."
GAU-C2075-008,C2075,Fragmented / Contested Governance,2075,AUTH-031,GA-010,Climate / Natural Hazards,fund,CURRENT FACT (2026 baseline): GA-010 has the recorded fund role in Climate / Natural Hazards; binding status is mixed.,"SCENARIO ASSUMPTION: Highly capable individual institutions and local programs persist even as basin-wide coordination becomes less coherent; collapse is not assumed. By 2075, this condition is treated as a entrenched scenario state, not a legal forecast.",SCENARIO CONSEQUENCE: matured or diverged institutional state: fund in Climate / Natural Hazards experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,distributed authority with slower or less aligned handoffs,CURRENT AUTHORITY RETAINED; SCENARIO COORDINATION CHANGE,"Any model, sensor, AI recommendation, automated screening, or algorithmic prioritization remains advisory or administrative support; the named legal/public/operational actor retains final human decision authority.",GSA-C2075-08,s35_fema_mitigation,GFS-010,fictional,scenario,"Scenario coordination does not amend statute, treaty, compact, permit, sovereignty, ownership, or operating authority."
GAU-C2075-009,C2075,Fragmented / Contested Governance,2075,AUTH-037,GA-012,Biogeochemical / Nutrient Flux,coordinate,CURRENT FACT (2026 baseline): GA-012 has the recorded coordinate role in Biogeochemical / Nutrient Flux; binding status is mixed.,"SCENARIO ASSUMPTION: Environmental, infrastructure, and climate pressures make jurisdictional seams more consequential while governments and capable institutions continue to operate. By 2075, this condition is treated as a entrenched scenario state, not a legal forecast.",SCENARIO CONSEQUENCE: matured or diverged institutional state: coordinate in Biogeochemical / Nutrient Flux experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,distributed authority with slower or less aligned handoffs,CURRENT AUTHORITY RETAINED; SCENARIO COORDINATION CHANGE,"Any model, sensor, AI recommendation, automated screening, or algorithmic prioritization remains advisory or administrative support; the named legal/public/operational actor retains final human decision authority.",GSA-C2075-01,s44_ohio_oda,GFS-017,fictional,scenario,"Scenario coordination does not amend statute, treaty, compact, permit, sovereignty, ownership, or operating authority."
GAU-C2075-010,C2075,Fragmented / Contested Governance,2075,AUTH-049,GA-018,Water,coordinate,CURRENT FACT (2026 baseline): GA-018 has the recorded coordinate role in Water; binding status is mixed.,"SCENARIO ASSUMPTION: Data standards, access rules, and model lineages diverge across selected jurisdictions and operators. By 2075, this condition is treated as a entrenched scenario state, not a legal forecast.",SCENARIO CONSEQUENCE: matured or diverged institutional state: coordinate in Water experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,distributed authority with slower or less aligned handoffs,CURRENT AUTHORITY RETAINED; SCENARIO COORDINATION CHANGE,"Any model, sensor, AI recommendation, automated screening, or algorithmic prioritization remains advisory or administrative support; the named legal/public/operational actor retains final human decision authority.",GSA-C2075-02,s14_gsgp,GFS-005,fictional,scenario,"Scenario coordination does not amend statute, treaty, compact, permit, sovereignty, ownership, or operating authority."
GAU-C2075-011,C2075,Fragmented / Contested Governance,2075,AUTH-053,GA-020,Water,coordinate,CURRENT FACT (2026 baseline): GA-020 has the recorded coordinate role in Water; binding status is nonbinding.,"SCENARIO ASSUMPTION: Funding and maintenance for cross-system adaptation become uneven, with durable projects in some places and deferred interfaces in others. By 2075, this condition is treated as a entrenched scenario state, not a legal forecast.",SCENARIO CONSEQUENCE: matured or diverged institutional state: coordinate in Water experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,distributed authority with slower or less aligned handoffs,CURRENT AUTHORITY RETAINED; SCENARIO COORDINATION CHANGE,"Any model, sensor, AI recommendation, automated screening, or algorithmic prioritization remains advisory or administrative support; the named legal/public/operational actor retains final human decision authority.",GSA-C2075-03,s15_glwqa,GFS-008,fictional,scenario,"Scenario coordination does not amend statute, treaty, compact, permit, sovereignty, ownership, or operating authority."
GAU-C2075-012,C2075,Fragmented / Contested Governance,2075,AUTH-055,GA-021,Ecology / Biodiversity,advise,CURRENT FACT (2026 baseline): GA-021 has the recorded advise role in Ecology / Biodiversity; binding status is nonbinding.,"SCENARIO ASSUMPTION: Public/private coordination becomes harder where reporting, liability, continuity, or maintenance expectations do not align. By 2075, this condition is treated as a entrenched scenario state, not a legal forecast.",SCENARIO CONSEQUENCE: matured or diverged institutional state: advise in Ecology / Biodiversity experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,distributed authority with slower or less aligned handoffs,CURRENT AUTHORITY RETAINED; SCENARIO COORDINATION CHANGE,"Any model, sensor, AI recommendation, automated screening, or algorithmic prioritization remains advisory or administrative support; the named legal/public/operational actor retains final human decision authority.",GSA-C2075-04,s17_glifwc,GFS-007,fictional,scenario,"Scenario coordination does not amend statute, treaty, compact, permit, sovereignty, ownership, or operating authority."
GAU-C2075-013,C2075,Fragmented / Contested Governance,2075,AUTH-064,GA-025,Energy / Grid / Compute,coordinate,CURRENT FACT (2026 baseline): GA-025 has the recorded coordinate role in Energy / Grid / Compute; binding status is mixed.,"SCENARIO ASSUMPTION: Cross-border decisions and some consultation pathways slow or become selective; no treaty amendment, sovereignty change, or new jurisdiction is assumed. By 2075, this condition is treated as a entrenched scenario state, not a legal forecast.",SCENARIO CONSEQUENCE: matured or diverged institutional state: coordinate in Energy / Grid / Compute experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,distributed authority with slower or less aligned handoffs,CURRENT AUTHORITY RETAINED; SCENARIO COORDINATION CHANGE,"Any model, sensor, AI recommendation, automated screening, or algorithmic prioritization remains advisory or administrative support; the named legal/public/operational actor retains final human decision authority.",GSA-C2075-05,s23_nerc,GFS-013,fictional,scenario,"Scenario coordination does not amend statute, treaty, compact, permit, sovereignty, ownership, or operating authority."
