dependency_id,population_or_settlement_object,system,interface,relationship_type,documented_or_inferred,spatial_scale,evidence_strength,source_id,confidence,reality_status,canon_status,notes
DEP-0026-wastewater,MUNI-2623380,wastewater,wastewater collection/treatment interface,functional_service_dependence,inferred,county/place,limited,phase10_governance_context,limited,real,inferred,"Generalized service-responsibility context only; no state-specific permit, sewer territory, or load claim."
DEP-0026-energy,MUNI-2623380,energy,electricity/heating dependence,functional_service_dependence,inferred,county/place,moderate,phase10_s24_pjm,moderate,real,inferred,"Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability."
DEP-0026-transport,MUNI-2623380,transport,residence/workplace mobility interface,functional_service_dependence,inferred,county/county_pair,moderate,s11b_lodes_mi_od,limited,real,inferred,State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.
DEP-0026-climate_hazard,MUNI-2623380,climate_hazard,settlement to physical hazard interface,physical_hazard_interface,inferred,county/regional,limited,phase9_hazard_context,limited,real,inferred,"Hazard interface is not exposure, dose, or health outcome."
DEP-0026-environmental_health,MUNI-2623380,environmental_health,settlement to accepted pathway context,pathway_interface,reused_context,county/regional,limited,phase7_exposure_context,limited,real,inferred,"Population presence is not exposure, dose, illness, or risk."
DEP-0026-ecology_land,MUNI-2623380,ecology_land,settlement and land/wetland interface,land_cover_interface,inferred,county/regional,limited,phase6_ecology_context,limited,real,inferred,"No habitat quality, biodiversity, or ecological-risk score."
DEP-0026-biogeochemical,MUNI-2623380,biogeochemical,stormwater/wastewater/nutrient interface,material_flow_interface,inferred,county/watershed,limited,phase8_biogeochemical_context,limited,real,inferred,"No new nutrient load, concentration, or treatment outcome."
DEP-0026-housing_infrastructure,MUNI-2623380,housing_infrastructure,housing age/units and maintenance/energy context,contextual_interface,inferred,county/place,limited,s11a_acs_2024_5yr,limited,real,inferred,"Housing context is not a condition, desirability, or vulnerability score."
DEP-0026-governance,MUNI-2623380,governance,municipal boundary/service-responsibility interface,institutional_interface,inferred,municipal/county,moderate,phase10_governance_context,moderate,real,inferred,"Boundary, operator, service territory, and population served remain distinct."
DEP-0027-water,MUNI-2645420,water,drinking-water service dependence,functional_service_dependence,inferred,county/place,limited,phase10_governance_context,limited,real,inferred,Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.
DEP-0027-wastewater,MUNI-2645420,wastewater,wastewater collection/treatment interface,functional_service_dependence,inferred,county/place,limited,phase10_governance_context,limited,real,inferred,"Generalized service-responsibility context only; no state-specific permit, sewer territory, or load claim."
DEP-0027-energy,MUNI-2645420,energy,electricity/heating dependence,functional_service_dependence,inferred,county/place,moderate,phase10_s24_pjm,moderate,real,inferred,"Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability."
DEP-0027-transport,MUNI-2645420,transport,residence/workplace mobility interface,functional_service_dependence,inferred,county/county_pair,moderate,s11b_lodes_mi_od,limited,real,inferred,State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.
DEP-0027-climate_hazard,MUNI-2645420,climate_hazard,settlement to physical hazard interface,physical_hazard_interface,inferred,county/regional,limited,phase9_hazard_context,limited,real,inferred,"Hazard interface is not exposure, dose, or health outcome."
DEP-0027-environmental_health,MUNI-2645420,environmental_health,settlement to accepted pathway context,pathway_interface,reused_context,county/regional,limited,phase7_exposure_context,limited,real,inferred,"Population presence is not exposure, dose, illness, or risk."
DEP-0027-ecology_land,MUNI-2645420,ecology_land,settlement and land/wetland interface,land_cover_interface,inferred,county/regional,limited,phase6_ecology_context,limited,real,inferred,"No habitat quality, biodiversity, or ecological-risk score."
DEP-0027-biogeochemical,MUNI-2645420,biogeochemical,stormwater/wastewater/nutrient interface,material_flow_interface,inferred,county/watershed,limited,phase8_biogeochemical_context,limited,real,inferred,"No new nutrient load, concentration, or treatment outcome."
DEP-0027-housing_infrastructure,MUNI-2645420,housing_infrastructure,housing age/units and maintenance/energy context,contextual_interface,inferred,county/place,limited,s11a_acs_2024_5yr,limited,real,inferred,"Housing context is not a condition, desirability, or vulnerability score."
DEP-0027-governance,MUNI-2645420,governance,municipal boundary/service-responsibility interface,institutional_interface,inferred,municipal/county,moderate,phase10_governance_context,moderate,real,inferred,"Boundary, operator, service territory, and population served remain distinct."
DEP-0028-water,MUNI-2653920,water,drinking-water service dependence,functional_service_dependence,inferred,county/place,limited,phase10_governance_context,limited,real,inferred,Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.
DEP-0028-wastewater,MUNI-2653920,wastewater,wastewater collection/treatment interface,functional_service_dependence,inferred,county/place,limited,phase10_governance_context,limited,real,inferred,"Generalized service-responsibility context only; no state-specific permit, sewer territory, or load claim."
DEP-0028-energy,MUNI-2653920,energy,electricity/heating dependence,functional_service_dependence,inferred,county/place,moderate,phase10_s24_pjm,moderate,real,inferred,"Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability."
DEP-0028-transport,MUNI-2653920,transport,residence/workplace mobility interface,functional_service_dependence,inferred,county/county_pair,moderate,s11b_lodes_mi_od,limited,real,inferred,State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.
DEP-0028-climate_hazard,MUNI-2653920,climate_hazard,settlement to physical hazard interface,physical_hazard_interface,inferred,county/regional,limited,phase9_hazard_context,limited,real,inferred,"Hazard interface is not exposure, dose, or health outcome."
DEP-0028-environmental_health,MUNI-2653920,environmental_health,settlement to accepted pathway context,pathway_interface,reused_context,county/regional,limited,phase7_exposure_context,limited,real,inferred,"Population presence is not exposure, dose, illness, or risk."
DEP-0028-ecology_land,MUNI-2653920,ecology_land,settlement and land/wetland interface,land_cover_interface,inferred,county/regional,limited,phase6_ecology_context,limited,real,inferred,"No habitat quality, biodiversity, or ecological-risk score."
DEP-0028-biogeochemical,MUNI-2653920,biogeochemical,stormwater/wastewater/nutrient interface,material_flow_interface,inferred,county/watershed,limited,phase8_biogeochemical_context,limited,real,inferred,"No new nutrient load, concentration, or treatment outcome."
DEP-0028-housing_infrastructure,MUNI-2653920,housing_infrastructure,housing age/units and maintenance/energy context,contextual_interface,inferred,county/place,limited,s11a_acs_2024_5yr,limited,real,inferred,"Housing context is not a condition, desirability, or vulnerability score."
DEP-0028-governance,MUNI-2653920,governance,municipal boundary/service-responsibility interface,institutional_interface,inferred,municipal/county,moderate,phase10_governance_context,moderate,real,inferred,"Boundary, operator, service territory, and population served remain distinct."
DEP-0029-water,MUNI-2655020,water,drinking-water service dependence,functional_service_dependence,inferred,county/place,limited,phase10_governance_context,limited,real,inferred,Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.
DEP-0029-wastewater,MUNI-2655020,wastewater,wastewater collection/treatment interface,functional_service_dependence,inferred,county/place,limited,phase10_governance_context,limited,real,inferred,"Generalized service-responsibility context only; no state-specific permit, sewer territory, or load claim."
DEP-0029-energy,MUNI-2655020,energy,electricity/heating dependence,functional_service_dependence,inferred,county/place,moderate,phase10_s24_pjm,moderate,real,inferred,"Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability."
DEP-0029-transport,MUNI-2655020,transport,residence/workplace mobility interface,functional_service_dependence,inferred,county/county_pair,moderate,s11b_lodes_mi_od,limited,real,inferred,State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.
DEP-0029-climate_hazard,MUNI-2655020,climate_hazard,settlement to physical hazard interface,physical_hazard_interface,inferred,county/regional,limited,phase9_hazard_context,limited,real,inferred,"Hazard interface is not exposure, dose, or health outcome."
DEP-0029-environmental_health,MUNI-2655020,environmental_health,settlement to accepted pathway context,pathway_interface,reused_context,county/regional,limited,phase7_exposure_context,limited,real,inferred,"Population presence is not exposure, dose, illness, or risk."
DEP-0029-ecology_land,MUNI-2655020,ecology_land,settlement and land/wetland interface,land_cover_interface,inferred,county/regional,limited,phase6_ecology_context,limited,real,inferred,"No habitat quality, biodiversity, or ecological-risk score."
DEP-0029-biogeochemical,MUNI-2655020,biogeochemical,stormwater/wastewater/nutrient interface,material_flow_interface,inferred,county/watershed,limited,phase8_biogeochemical_context,limited,real,inferred,"No new nutrient load, concentration, or treatment outcome."
DEP-0029-housing_infrastructure,MUNI-2655020,housing_infrastructure,housing age/units and maintenance/energy context,contextual_interface,inferred,county/place,limited,s11a_acs_2024_5yr,limited,real,inferred,"Housing context is not a condition, desirability, or vulnerability score."
DEP-0029-governance,MUNI-2655020,governance,municipal boundary/service-responsibility interface,institutional_interface,inferred,municipal/county,moderate,phase10_governance_context,moderate,real,inferred,"Boundary, operator, service territory, and population served remain distinct."
DEP-0030-water,MUNI-2675140,water,drinking-water service dependence,functional_service_dependence,inferred,county/place,limited,phase10_governance_context,limited,real,inferred,Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.
DEP-0030-wastewater,MUNI-2675140,wastewater,wastewater collection/treatment interface,functional_service_dependence,inferred,county/place,limited,phase10_governance_context,limited,real,inferred,"Generalized service-responsibility context only; no state-specific permit, sewer territory, or load claim."
DEP-0030-energy,MUNI-2675140,energy,electricity/heating dependence,functional_service_dependence,inferred,county/place,moderate,phase10_s24_pjm,moderate,real,inferred,"Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability."
DEP-0030-transport,MUNI-2675140,transport,residence/workplace mobility interface,functional_service_dependence,inferred,county/county_pair,moderate,s11b_lodes_mi_od,limited,real,inferred,State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.
DEP-0030-climate_hazard,MUNI-2675140,climate_hazard,settlement to physical hazard interface,physical_hazard_interface,inferred,county/regional,limited,phase9_hazard_context,limited,real,inferred,"Hazard interface is not exposure, dose, or health outcome."
DEP-0030-environmental_health,MUNI-2675140,environmental_health,settlement to accepted pathway context,pathway_interface,reused_context,county/regional,limited,phase7_exposure_context,limited,real,inferred,"Population presence is not exposure, dose, illness, or risk."
DEP-0030-ecology_land,MUNI-2675140,ecology_land,settlement and land/wetland interface,land_cover_interface,inferred,county/regional,limited,phase6_ecology_context,limited,real,inferred,"No habitat quality, biodiversity, or ecological-risk score."
DEP-0030-biogeochemical,MUNI-2675140,biogeochemical,stormwater/wastewater/nutrient interface,material_flow_interface,inferred,county/watershed,limited,phase8_biogeochemical_context,limited,real,inferred,"No new nutrient load, concentration, or treatment outcome."
DEP-0030-housing_infrastructure,MUNI-2675140,housing_infrastructure,housing age/units and maintenance/energy context,contextual_interface,inferred,county/place,limited,s11a_acs_2024_5yr,limited,real,inferred,"Housing context is not a condition, desirability, or vulnerability score."
DEP-0030-governance,MUNI-2675140,governance,municipal boundary/service-responsibility interface,institutional_interface,inferred,municipal/county,moderate,phase10_governance_context,moderate,real,inferred,"Boundary, operator, service territory, and population served remain distinct."
DEP-0031-water,MUNI-2679120,water,drinking-water service dependence,functional_service_dependence,inferred,county/place,limited,phase10_governance_context,limited,real,inferred,Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.
DEP-0031-wastewater,MUNI-2679120,wastewater,wastewater collection/treatment interface,functional_service_dependence,inferred,county/place,limited,phase10_governance_context,limited,real,inferred,"Generalized service-responsibility context only; no state-specific permit, sewer territory, or load claim."
DEP-0031-energy,MUNI-2679120,energy,electricity/heating dependence,functional_service_dependence,inferred,county/place,moderate,phase10_s24_pjm,moderate,real,inferred,"Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability."
DEP-0031-transport,MUNI-2679120,transport,residence/workplace mobility interface,functional_service_dependence,inferred,county/county_pair,moderate,s11b_lodes_mi_od,limited,real,inferred,State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.
DEP-0031-climate_hazard,MUNI-2679120,climate_hazard,settlement to physical hazard interface,physical_hazard_interface,inferred,county/regional,limited,phase9_hazard_context,limited,real,inferred,"Hazard interface is not exposure, dose, or health outcome."
DEP-0031-environmental_health,MUNI-2679120,environmental_health,settlement to accepted pathway context,pathway_interface,reused_context,county/regional,limited,phase7_exposure_context,limited,real,inferred,"Population presence is not exposure, dose, illness, or risk."
DEP-0031-ecology_land,MUNI-2679120,ecology_land,settlement and land/wetland interface,land_cover_interface,inferred,county/regional,limited,phase6_ecology_context,limited,real,inferred,"No habitat quality, biodiversity, or ecological-risk score."
DEP-0031-biogeochemical,MUNI-2679120,biogeochemical,stormwater/wastewater/nutrient interface,material_flow_interface,inferred,county/watershed,limited,phase8_biogeochemical_context,limited,real,inferred,"No new nutrient load, concentration, or treatment outcome."
DEP-0031-housing_infrastructure,MUNI-2679120,housing_infrastructure,housing age/units and maintenance/energy context,contextual_interface,inferred,county/place,limited,s11a_acs_2024_5yr,limited,real,inferred,"Housing context is not a condition, desirability, or vulnerability score."
DEP-0031-governance,MUNI-2679120,governance,municipal boundary/service-responsibility interface,institutional_interface,inferred,municipal/county,moderate,phase10_governance_context,moderate,real,inferred,"Boundary, operator, service territory, and population served remain distinct."
DEP-0032-water,MUNI-2679240,water,drinking-water service dependence,functional_service_dependence,inferred,county/place,limited,phase10_governance_context,limited,real,inferred,Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.
DEP-0032-wastewater,MUNI-2679240,wastewater,wastewater collection/treatment interface,functional_service_dependence,inferred,county/place,limited,phase10_governance_context,limited,real,inferred,"Generalized service-responsibility context only; no state-specific permit, sewer territory, or load claim."
DEP-0032-energy,MUNI-2679240,energy,electricity/heating dependence,functional_service_dependence,inferred,county/place,moderate,phase10_s24_pjm,moderate,real,inferred,"Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability."
DEP-0032-transport,MUNI-2679240,transport,residence/workplace mobility interface,functional_service_dependence,inferred,county/county_pair,moderate,s11b_lodes_mi_od,limited,real,inferred,State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.
DEP-0032-climate_hazard,MUNI-2679240,climate_hazard,settlement to physical hazard interface,physical_hazard_interface,inferred,county/regional,limited,phase9_hazard_context,limited,real,inferred,"Hazard interface is not exposure, dose, or health outcome."
DEP-0032-environmental_health,MUNI-2679240,environmental_health,settlement to accepted pathway context,pathway_interface,reused_context,county/regional,limited,phase7_exposure_context,limited,real,inferred,"Population presence is not exposure, dose, illness, or risk."
DEP-0032-ecology_land,MUNI-2679240,ecology_land,settlement and land/wetland interface,land_cover_interface,inferred,county/regional,limited,phase6_ecology_context,limited,real,inferred,"No habitat quality, biodiversity, or ecological-risk score."
DEP-0032-biogeochemical,MUNI-2679240,biogeochemical,stormwater/wastewater/nutrient interface,material_flow_interface,inferred,county/watershed,limited,phase8_biogeochemical_context,limited,real,inferred,"No new nutrient load, concentration, or treatment outcome."
DEP-0032-housing_infrastructure,MUNI-2679240,housing_infrastructure,housing age/units and maintenance/energy context,contextual_interface,inferred,county/place,limited,s11a_acs_2024_5yr,limited,real,inferred,"Housing context is not a condition, desirability, or vulnerability score."
DEP-0032-governance,MUNI-2679240,governance,municipal boundary/service-responsibility interface,institutional_interface,inferred,municipal/county,moderate,phase10_governance_context,moderate,real,inferred,"Boundary, operator, service territory, and population served remain distinct."
DEP-0033-water,MUNI-3907972,water,drinking-water service dependence,functional_service_dependence,inferred,county/place,limited,phase10_governance_context,limited,real,inferred,Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.
DEP-0033-wastewater,MUNI-3907972,wastewater,wastewater collection/treatment interface,functional_service_dependence,inferred,county/place,limited,phase10_s05_ohio_npdes,limited,real,inferred,"Ohio regulatory program context only; no exact sewer territory, treatment load, or resident assignment."
DEP-0033-energy,MUNI-3907972,energy,electricity/heating dependence,functional_service_dependence,inferred,county/place,moderate,phase10_s24_pjm,moderate,real,inferred,"Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability."
DEP-0033-transport,MUNI-3907972,transport,residence/workplace mobility interface,functional_service_dependence,inferred,county/county_pair,moderate,s11b_lodes_oh_od,limited,real,inferred,State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.
DEP-0033-climate_hazard,MUNI-3907972,climate_hazard,settlement to physical hazard interface,physical_hazard_interface,inferred,county/regional,limited,phase9_hazard_context,limited,real,inferred,"Hazard interface is not exposure, dose, or health outcome."
DEP-0033-environmental_health,MUNI-3907972,environmental_health,settlement to accepted pathway context,pathway_interface,reused_context,county/regional,limited,phase7_exposure_context,limited,real,inferred,"Population presence is not exposure, dose, illness, or risk."
DEP-0033-ecology_land,MUNI-3907972,ecology_land,settlement and land/wetland interface,land_cover_interface,inferred,county/regional,limited,phase6_ecology_context,limited,real,inferred,"No habitat quality, biodiversity, or ecological-risk score."
DEP-0033-biogeochemical,MUNI-3907972,biogeochemical,stormwater/wastewater/nutrient interface,material_flow_interface,inferred,county/watershed,limited,phase8_biogeochemical_context,limited,real,inferred,"No new nutrient load, concentration, or treatment outcome."
DEP-0033-housing_infrastructure,MUNI-3907972,housing_infrastructure,housing age/units and maintenance/energy context,contextual_interface,inferred,county/place,limited,s11a_acs_2024_5yr,limited,real,inferred,"Housing context is not a condition, desirability, or vulnerability score."
DEP-0033-governance,MUNI-3907972,governance,municipal boundary/service-responsibility interface,institutional_interface,inferred,municipal/county,moderate,phase10_governance_context,moderate,real,inferred,"Boundary, operator, service territory, and population served remain distinct."
DEP-0034-water,MUNI-3909792,water,drinking-water service dependence,functional_service_dependence,inferred,county/place,limited,phase10_governance_context,limited,real,inferred,Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.
DEP-0034-wastewater,MUNI-3909792,wastewater,wastewater collection/treatment interface,functional_service_dependence,inferred,county/place,limited,phase10_s05_ohio_npdes,limited,real,inferred,"Ohio regulatory program context only; no exact sewer territory, treatment load, or resident assignment."
DEP-0034-energy,MUNI-3909792,energy,electricity/heating dependence,functional_service_dependence,inferred,county/place,moderate,phase10_s24_pjm,moderate,real,inferred,"Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability."
DEP-0034-transport,MUNI-3909792,transport,residence/workplace mobility interface,functional_service_dependence,inferred,county/county_pair,moderate,s11b_lodes_oh_od,limited,real,inferred,State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.
DEP-0034-climate_hazard,MUNI-3909792,climate_hazard,settlement to physical hazard interface,physical_hazard_interface,inferred,county/regional,limited,phase9_hazard_context,limited,real,inferred,"Hazard interface is not exposure, dose, or health outcome."
DEP-0034-environmental_health,MUNI-3909792,environmental_health,settlement to accepted pathway context,pathway_interface,reused_context,county/regional,limited,phase7_exposure_context,limited,real,inferred,"Population presence is not exposure, dose, illness, or risk."
DEP-0034-ecology_land,MUNI-3909792,ecology_land,settlement and land/wetland interface,land_cover_interface,inferred,county/regional,limited,phase6_ecology_context,limited,real,inferred,"No habitat quality, biodiversity, or ecological-risk score."
DEP-0034-biogeochemical,MUNI-3909792,biogeochemical,stormwater/wastewater/nutrient interface,material_flow_interface,inferred,county/watershed,limited,phase8_biogeochemical_context,limited,real,inferred,"No new nutrient load, concentration, or treatment outcome."
DEP-0034-housing_infrastructure,MUNI-3909792,housing_infrastructure,housing age/units and maintenance/energy context,contextual_interface,inferred,county/place,limited,s11a_acs_2024_5yr,limited,real,inferred,"Housing context is not a condition, desirability, or vulnerability score."
DEP-0034-governance,MUNI-3909792,governance,municipal boundary/service-responsibility interface,institutional_interface,inferred,municipal/county,moderate,phase10_governance_context,moderate,real,inferred,"Boundary, operator, service territory, and population served remain distinct."
DEP-0035-water,MUNI-3916308,water,drinking-water service dependence,functional_service_dependence,inferred,county/place,limited,phase10_governance_context,limited,real,inferred,Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.
DEP-0035-wastewater,MUNI-3916308,wastewater,wastewater collection/treatment interface,functional_service_dependence,inferred,county/place,limited,phase10_s05_ohio_npdes,limited,real,inferred,"Ohio regulatory program context only; no exact sewer territory, treatment load, or resident assignment."
DEP-0035-energy,MUNI-3916308,energy,electricity/heating dependence,functional_service_dependence,inferred,county/place,moderate,phase10_s24_pjm,moderate,real,inferred,"Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability."
DEP-0035-transport,MUNI-3916308,transport,residence/workplace mobility interface,functional_service_dependence,inferred,county/county_pair,moderate,s11b_lodes_oh_od,limited,real,inferred,State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.
DEP-0035-climate_hazard,MUNI-3916308,climate_hazard,settlement to physical hazard interface,physical_hazard_interface,inferred,county/regional,limited,phase9_hazard_context,limited,real,inferred,"Hazard interface is not exposure, dose, or health outcome."
DEP-0035-environmental_health,MUNI-3916308,environmental_health,settlement to accepted pathway context,pathway_interface,reused_context,county/regional,limited,phase7_exposure_context,limited,real,inferred,"Population presence is not exposure, dose, illness, or risk."
DEP-0035-ecology_land,MUNI-3916308,ecology_land,settlement and land/wetland interface,land_cover_interface,inferred,county/regional,limited,phase6_ecology_context,limited,real,inferred,"No habitat quality, biodiversity, or ecological-risk score."
DEP-0035-biogeochemical,MUNI-3916308,biogeochemical,stormwater/wastewater/nutrient interface,material_flow_interface,inferred,county/watershed,limited,phase8_biogeochemical_context,limited,real,inferred,"No new nutrient load, concentration, or treatment outcome."
DEP-0035-housing_infrastructure,MUNI-3916308,housing_infrastructure,housing age/units and maintenance/energy context,contextual_interface,inferred,county/place,limited,s11a_acs_2024_5yr,limited,real,inferred,"Housing context is not a condition, desirability, or vulnerability score."
DEP-0035-governance,MUNI-3916308,governance,municipal boundary/service-responsibility interface,institutional_interface,inferred,municipal/county,moderate,phase10_governance_context,moderate,real,inferred,"Boundary, operator, service territory, and population served remain distinct."
DEP-0036-water,MUNI-3921308,water,drinking-water service dependence,functional_service_dependence,inferred,county/place,limited,phase10_governance_context,limited,real,inferred,Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.
DEP-0036-wastewater,MUNI-3921308,wastewater,wastewater collection/treatment interface,functional_service_dependence,inferred,county/place,limited,phase10_s05_ohio_npdes,limited,real,inferred,"Ohio regulatory program context only; no exact sewer territory, treatment load, or resident assignment."
DEP-0036-energy,MUNI-3921308,energy,electricity/heating dependence,functional_service_dependence,inferred,county/place,moderate,phase10_s24_pjm,moderate,real,inferred,"Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability."
DEP-0036-transport,MUNI-3921308,transport,residence/workplace mobility interface,functional_service_dependence,inferred,county/county_pair,moderate,s11b_lodes_oh_od,limited,real,inferred,State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.
DEP-0036-climate_hazard,MUNI-3921308,climate_hazard,settlement to physical hazard interface,physical_hazard_interface,inferred,county/regional,limited,phase9_hazard_context,limited,real,inferred,"Hazard interface is not exposure, dose, or health outcome."
DEP-0036-environmental_health,MUNI-3921308,environmental_health,settlement to accepted pathway context,pathway_interface,reused_context,county/regional,limited,phase7_exposure_context,limited,real,inferred,"Population presence is not exposure, dose, illness, or risk."
DEP-0036-ecology_land,MUNI-3921308,ecology_land,settlement and land/wetland interface,land_cover_interface,inferred,county/regional,limited,phase6_ecology_context,limited,real,inferred,"No habitat quality, biodiversity, or ecological-risk score."
DEP-0036-biogeochemical,MUNI-3921308,biogeochemical,stormwater/wastewater/nutrient interface,material_flow_interface,inferred,county/watershed,limited,phase8_biogeochemical_context,limited,real,inferred,"No new nutrient load, concentration, or treatment outcome."
DEP-0036-housing_infrastructure,MUNI-3921308,housing_infrastructure,housing age/units and maintenance/energy context,contextual_interface,inferred,county/place,limited,s11a_acs_2024_5yr,limited,real,inferred,"Housing context is not a condition, desirability, or vulnerability score."
DEP-0036-governance,MUNI-3921308,governance,municipal boundary/service-responsibility interface,institutional_interface,inferred,municipal/county,moderate,phase10_governance_context,moderate,real,inferred,"Boundary, operator, service territory, and population served remain distinct."
DEP-0037-water,MUNI-3927048,water,drinking-water service dependence,functional_service_dependence,inferred,county/place,limited,phase10_governance_context,limited,real,inferred,Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.
DEP-0037-wastewater,MUNI-3927048,wastewater,wastewater collection/treatment interface,functional_service_dependence,inferred,county/place,limited,phase10_s05_ohio_npdes,limited,real,inferred,"Ohio regulatory program context only; no exact sewer territory, treatment load, or resident assignment."
DEP-0037-energy,MUNI-3927048,energy,electricity/heating dependence,functional_service_dependence,inferred,county/place,moderate,phase10_s24_pjm,moderate,real,inferred,"Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability."
DEP-0037-transport,MUNI-3927048,transport,residence/workplace mobility interface,functional_service_dependence,inferred,county/county_pair,moderate,s11b_lodes_oh_od,limited,real,inferred,State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.
DEP-0037-climate_hazard,MUNI-3927048,climate_hazard,settlement to physical hazard interface,physical_hazard_interface,inferred,county/regional,limited,phase9_hazard_context,limited,real,inferred,"Hazard interface is not exposure, dose, or health outcome."
DEP-0037-environmental_health,MUNI-3927048,environmental_health,settlement to accepted pathway context,pathway_interface,reused_context,county/regional,limited,phase7_exposure_context,limited,real,inferred,"Population presence is not exposure, dose, illness, or risk."
DEP-0037-ecology_land,MUNI-3927048,ecology_land,settlement and land/wetland interface,land_cover_interface,inferred,county/regional,limited,phase6_ecology_context,limited,real,inferred,"No habitat quality, biodiversity, or ecological-risk score."
DEP-0037-biogeochemical,MUNI-3927048,biogeochemical,stormwater/wastewater/nutrient interface,material_flow_interface,inferred,county/watershed,limited,phase8_biogeochemical_context,limited,real,inferred,"No new nutrient load, concentration, or treatment outcome."
DEP-0037-housing_infrastructure,MUNI-3927048,housing_infrastructure,housing age/units and maintenance/energy context,contextual_interface,inferred,county/place,limited,s11a_acs_2024_5yr,limited,real,inferred,"Housing context is not a condition, desirability, or vulnerability score."
DEP-0037-governance,MUNI-3927048,governance,municipal boundary/service-responsibility interface,institutional_interface,inferred,municipal/county,moderate,phase10_governance_context,moderate,real,inferred,"Boundary, operator, service territory, and population served remain distinct."
DEP-0038-water,MUNI-3928014,water,drinking-water service dependence,functional_service_dependence,inferred,county/place,limited,phase10_governance_context,limited,real,inferred,Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.
DEP-0038-wastewater,MUNI-3928014,wastewater,wastewater collection/treatment interface,functional_service_dependence,inferred,county/place,limited,phase10_s05_ohio_npdes,limited,real,inferred,"Ohio regulatory program context only; no exact sewer territory, treatment load, or resident assignment."
DEP-0038-energy,MUNI-3928014,energy,electricity/heating dependence,functional_service_dependence,inferred,county/place,moderate,phase10_s24_pjm,moderate,real,inferred,"Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability."
DEP-0038-transport,MUNI-3928014,transport,residence/workplace mobility interface,functional_service_dependence,inferred,county/county_pair,moderate,s11b_lodes_oh_od,limited,real,inferred,State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.
DEP-0038-climate_hazard,MUNI-3928014,climate_hazard,settlement to physical hazard interface,physical_hazard_interface,inferred,county/regional,limited,phase9_hazard_context,limited,real,inferred,"Hazard interface is not exposure, dose, or health outcome."
DEP-0038-environmental_health,MUNI-3928014,environmental_health,settlement to accepted pathway context,pathway_interface,reused_context,county/regional,limited,phase7_exposure_context,limited,real,inferred,"Population presence is not exposure, dose, illness, or risk."
DEP-0038-ecology_land,MUNI-3928014,ecology_land,settlement and land/wetland interface,land_cover_interface,inferred,county/regional,limited,phase6_ecology_context,limited,real,inferred,"No habitat quality, biodiversity, or ecological-risk score."
DEP-0038-biogeochemical,MUNI-3928014,biogeochemical,stormwater/wastewater/nutrient interface,material_flow_interface,inferred,county/watershed,limited,phase8_biogeochemical_context,limited,real,inferred,"No new nutrient load, concentration, or treatment outcome."
